"doi","title","abstract","source_display_name"
"10.1037//0022-3514.83.1.44","Math = male, me = female, therefore math ≠ me.","We examined the role of group membership (being female or male), implicit identity with social groups (me=male/female), and math-gender stereotypes (math=male) in predicting implicit math attitudes (math=good) and math identity (math=me).In addition, we investigated the relationship between implicit and explicit preferences and SAT performance.College students demonstrated negativity toward math and science relative to arts and language on implicit measures.Women showed greater implicit negativity toward math than men did, even in a sample that had selected a math-intensive college major.In addition, associations of math with male and the self with gender related to implicit math attitudes, but those relationships were directly opposing for men and women.Stronger math=male associations corresponded with more negative math attitudes for women, but more positive math attitudes for men.Finally, both implicit and explicit math attitudes were predictive of SAT performance.These results point to the opportunities and constraints on personal preferences that derive from membership in social groups.","Journal of Personality and Social Psychology"
"10.1111/j.1467-9280.2008.02043.x","Age-Related Changes in the Episodic Simulation of Future Events","Episodic memory enables individuals to recollect past events as well as imagine possible future scenarios. Although the episodic specificity of past events declines as people grow older, it is unknown whether the same is true for future events. In an adapted version of the Autobiographical Interview, young and older participants generated past and future events. Transcriptions were segmented into distinct details that were classified as either internal (episodic) or external. Older adults generated fewer internal details than younger adults for past events, a result replicating previous findings; more important, we show that this deficit extends to future events. Furthermore, the number of internal details and the number of external details both showed correlations between past and future events. Finally, the number of internal details generated by older adults correlated with their relational memory abilities, a finding consistent with the constructive-episodic-simulation hypothesis, which holds that simulation of future episodes requires a system that can flexibly recombine details from past events into novel scenarios.","Psychological Science"
"10.1037/a0013748","Moral typecasting: Divergent perceptions of moral agents and moral patients.","Moral agency is the capacity to do right or wrong, whereas moral patiency is the capacity to be a target of right or wrong. Through 7 studies, the authors explored moral typecasting-an inverse relation between perceptions of moral agency and moral patiency. Across a range of targets and situations, good- and evil-doers (moral agents) were perceived to be less vulnerable to having good and evil done to them. The recipients of good and evil (moral patients), in turn, were perceived as less capable of performing good or evil actions. Moral typecasting stems from the dyadic nature of morality and explains curious effects such as people's willingness to inflict greater pain on those who do good than those who do nothing.","Journal of Personality and Social Psychology"
"10.1037/0022-3514.74.3.774","Self-control as a limited resource: Regulatory depletion patterns.","If self-regulation conforms to an energy or strength model, then self-control should be impaired by prior exertion.In Study 1, trying to regulate one's emotional response to an upsetting movie was followed by a decrease in physical stamina.In Study 2, suppressing forbidden thoughts led to a subsequent tendency to give up quickly on unsolvable anagrams.In Study 3, suppressing thoughts impaired subsequent efforts to control the expression of amusement and enjoyment.In Study 4, autobiographical accounts of successful versus failed emotional control linked prior regulatory demands and fatigue to self-regulatory failure.A strength model of self-regulation fits the data better than activation, priming, skill, or constant capacity models of self-regulation.The capacity of the human organism to override, interrupt, and otherwise alter its own responses is one of the most dramatic and impressive functions of human selfhood, with broad implications for a wide range of behavior patterns (Carver & Scheier, 1981;Wegner & Pennebaker, 1993).For example, self-regulation has been associated with crime and criminal behavior (Gottfredson & Hirschi, 1990), smoking (Russell, 1971), and dieting (Herman & Polivy, 1975).Men with better self-control are less likely to become divorced (Kelly & Conley, 1987).Children who are better at delaying gratification tend to be calmer, to resist frustration better, to be less irritable and aggressive, to concentrate better, and to get higher grades in school than children who are less able to delay gratification (Funder & Block, 1989;Funder, Block, & Block, 1983).Additionally, children who were better able to control themselves could deal with stress better in adolescence and had higher SAT scores when applying to college (Shoda, Mischel, & Peake, 1990).It is clear that self-control is related to success in many aspects of life.Furthermore, the failure of self-control has immense personal and societal repercussions (Baumeister, Heatherton, & Tice,","Journal of Personality and Social Psychology"
"10.1111/j.1467-9280.2008.02042.x","Conflict-Triggered Goal Shielding","Action control in a changing environment requires that one shield current goals from distracting information (goal shielding) and at the same time monitor the environment for potentially significant stimuli that may afford a goal switch (background monitoring). Response conflicts modulate the balance between goal shielding and background monitoring, as indicated by reduced susceptibility to interference after response conflicts. Such conflict-adaptation effects have been attributed to enhanced recruitment of cognitive control on trials following conflicts. Here we show that conflict triggers increased goal shielding on the conflict trial itself. Subjects performed a spatial compatibility task during which they had to notice rare prospective memory cues. Such cues were overlooked more often on conflict trials than on nonconflict trials, a result indicating that shielding of the current goal and inhibition of distractors were increased on the current trial when it involved a response conflict. Thus, evidence for enhanced recruitment of control following conflict may partly reflect aftereffects of goal shielding on the conflict trial itself.","Psychological Science"
"10.1073/pnas.2009030117","Objecting to experiments even while approving of the policies or treatments they compare","We resolve a controversy over two competing hypotheses about why people object to randomized experiments: 1) People unsurprisingly object to experiments only when they object to a policy or treatment the experiment contains, or 2) people can paradoxically object to experiments even when they approve of implementing either condition for everyone. Using multiple measures of preference and test criteria in five preregistered within-subjects studies with 1,955 participants, we find that people often disapprove of experiments involving randomization despite approving of the policies or treatments to be tested.","Proceedings of the National Academy of Sciences"
"10.1038/nclimate2093","How warm days increase belief in global warming","Climate change judgements can depend on whether today seems warmer or colder than usual, termed the local warming effect. Although previous research has demonstrated that this effect occurs, studies have yet to explain why or how temperature abnormalities influence global warming attitudes. A better understanding of the underlying psychology of this effect can help explain the public's reaction to climate change and inform approaches used to communicate the phenomenon. Across five studies, we find evidence of attribute substitution, whereby individuals use less relevant but available information (for example, today's temperature) in place of more diagnostic but less accessible information (for example, global climate change patterns) when making judgements. Moreover, we rule out alternative hypotheses involving climate change labelling and lay mental models. Ultimately, we show that present temperature abnormalities are given undue weight and lead to an overestimation of the frequency of similar past events, thereby increasing belief in and concern for global warming. © 2014 Macmillan Publishers Limited.","Nature Climate Change"
"10.1073/pnas.1216438110","Rational integration of noisy evidence and prior semantic expectations in sentence interpretation","Sentence processing theories typically assume that the input to our language processing mechanisms is an error-free sequence of words. However, this assumption is an oversimplification because noise is present in typical language use (for instance, due to a noisy environment, producer errors, or perceiver errors). A complete theory of human sentence comprehension therefore needs to explain how humans understand language given imperfect input. Indeed, like many cognitive systems, language processing mechanisms may even be ""well designed""--in this case for the task of recovering intended meaning from noisy utterances. In particular, comprehension mechanisms may be sensitive to the types of information that an idealized statistical comprehender would be sensitive to. Here, we evaluate four predictions about such a rational (Bayesian) noisy-channel language comprehender in a sentence comprehension task: (i) semantic cues should pull sentence interpretation towards plausible meanings, especially if the wording of the more plausible meaning is close to the observed utterance in terms of the number of edits; (ii) this process should asymmetrically treat insertions and deletions due to the Bayesian ""size principle""; such nonliteral interpretation of sentences should (iii) increase with the perceived noise rate of the communicative situation and (iv) decrease if semantically anomalous meanings are more likely to be communicated. These predictions are borne out, strongly suggesting that human language relies on rational statistical inference over a noisy channel.","Proceedings of the National Academy of Sciences"
"10.1073/pnas.1516047113","Racial bias in pain assessment and treatment recommendations, and false beliefs about biological differences between blacks and whites","Black Americans are systematically undertreated for pain relative to white Americans. We examine whether this racial bias is related to false beliefs about biological differences between blacks and whites (e.g., ""black people's skin is thicker than white people's skin""). Study 1 documented these beliefs among white laypersons and revealed that participants who more strongly endorsed false beliefs about biological differences reported lower pain ratings for a black (vs. white) target. Study 2 extended these findings to the medical context and found that half of a sample of white medical students and residents endorsed these beliefs. Moreover, participants who endorsed these beliefs rated the black (vs. white) patient's pain as lower and made less accurate treatment recommendations. Participants who did not endorse these beliefs rated the black (vs. white) patient's pain as higher, but showed no bias in treatment recommendations. These findings suggest that individuals with at least some medical training hold and may use false beliefs about biological differences between blacks and whites to inform medical judgments, which may contribute to racial disparities in pain assessment and treatment.","Proceedings of the National Academy of Sciences"
"10.1073/pnas.1705238114","Dehumanization increases instrumental violence, but not moral violence","Across five experiments, we show that dehumanization-the act of perceiving victims as not completely human-increases instrumental, but not moral, violence. In attitude surveys, ascribing reduced capacities for cognitive, experiential, and emotional states to victims predicted support for practices where victims are harmed to achieve instrumental goals, including sweatshop labor, animal experimentation, and drone strikes that result in civilian casualties, but not practices where harm is perceived as morally righteous, including capital punishment, killing in war, and drone strikes that kill terrorists. In vignette experiments, using dehumanizing compared with humanizing language increased participants' willingness to harm strangers for money, but not participants' willingness to harm strangers for their immoral behavior. Participants also spontaneously dehumanized strangers when they imagined harming them for money, but not when they imagined harming them for their immoral behavior. Finally, participants humanized strangers who were low in humanity if they imagined harming them for immoral behavior, but not money, suggesting that morally motivated perpetrators may humanize victims to justify violence against them. Our findings indicate that dehumanization enables violence that perpetrators see as unethical, but instrumentally beneficial. In contrast, dehumanization does not contribute to moral violence because morally motivated perpetrators wish to harm complete human beings who are capable of deserving blame, experiencing suffering, and understanding its meaning.","Proceedings of the National Academy of Sciences"
"10.1037/0278-7393.34.3.495","On the additive effects of stimulus quality and word frequency in lexical decision: Evidence for opposing interactive influences revealed by RT distributional analyses.","The joint effects of stimulus quality and word frequency in lexical decision were examined in 4 experiments as a function of nonword type (legal nonwords, e.g., BRONE, vs. pseudohomophones, e.g., BRANE). When familiarity was a viable dimension for word-nonword discrimination, as when legal nonwords were used, additive effects of stimulus quality and word frequency were observed in both means and distributional characteristics of the response-time distributions. In contrast, when the utility of familiarity was undermined by using pseudohomophones, additivity was observed in the means but not in distributional characteristics. Specifically, opposing interactive effects in the underlying distribution were observed, producing apparent additivity in means. These findings are consistent with the suggestion that, when familiarity is deemphasized in lexical decision, cascaded processing between letter and word levels is in play, whereas, when familiarity is a viable dimension for word-nonword discrimination, processing is discrete.","Journal of Experimental Psychology Learning Memory and Cognition"
"10.1037/0278-7393.34.3.524","Learning correct responses and errors in the Hebb repetition effect: Two faces of the same coin.","In a serial recall task, the Hebb repetition effect occurs when recall performance improves for a sequence repeated throughout the experimental session. This phenomenon has been replicated many times. Nevertheless, such cumulative learning seldom leads to perfect recall of the whole sequence, and errors persist. Here the authors report evidence that there is another side to the Hebb repetition effect that involves learning errors produced in a repeated sequence. A learning measure based on past recalls (correct or incorrect) shows that the probability of a given response increases with the number of prior occurrences of that response. The pattern of results reveals another manifestation of the Hebb repetition effect and speaks to the nature of implicit learning.","Journal of Experimental Psychology Learning Memory and Cognition"
"10.1037/0022-3514.95.2.420","""Walking on eggshells"": How expressing relationship insecurities perpetuates them.","The authors present a model positing that when people are insecure about a relationship partner's acceptance, they often express emotional vulnerabilities to the partner, which causes them to believe the partner views them as highly vulnerable and insecure. In turn, this belief causes them to doubt the authenticity of the partner's expressions of positive regard, which may perpetuate the experience and expression of insecurity that initiated the process. Prototypes of interactions with interpersonally vulnerable individuals included partners' inauthentic expressions of regard (Study 1). Suggesting that these prototypes are applied to personal relationships when vulnerabilities are expressed, those who claimed to have expressed vulnerabilities doubted the partner's authenticity because they believed that they were viewed as vulnerable (Studies 2A, 2B, and 4). Authenticity doubts in turn predicted perceptions of rejection (Studies 3 and 4), which in turn predicted partner derogation and subsequent expressions of vulnerability (Study 4). An experimental manipulation of reflected appraisals of vulnerability increased doubts about the authenticity of a new acquaintance's expressions of emotion (Study 5). Relational insecurity may be perpetuated via the intrapersonal cognitive consequences of expressing it.","Journal of Personality and Social Psychology"
"10.1037/0278-7393.34.1.219","Modeling distributions of immediate memory effects: No strategies needed?","Many models of immediate memory predict the presence or absence of various effects, but none have been tested to see whether they predict an appropriate distribution of effect sizes. The authors show that the feature model (J. S. Nairne, 1990) produces appropriate distributions of effect sizes for both the phonological confusion effect and the word-length effect. The model produces the appropriate number of reversals, when participants are more accurate with similar items or long items, and also correctly predicts that participants performing less well overall demonstrate smaller and less reliable phonological similarity and word-length effects and are more likely to show reversals. These patterns appear within the model without the need to assume a change in encoding or rehearsal strategy or the deployment of a different storage buffer. The implications of these results and the wider applicability of the distributionmodeling approach are discussed.","Journal of Experimental Psychology Learning Memory and Cognition"
"10.1073/pnas.1610834113","Past-focused environmental comparisons promote proenvironmental outcomes for conservatives","Conservatives appear more skeptical about climate change and global warming and less willing to act against it than liberals. We propose that this unwillingness could result from fundamental differences in conservatives' and liberals' temporal focus. Conservatives tend to focus more on the past than do liberals. Across six studies, we rely on this notion to demonstrate that conservatives are positively affected by past- but not by future-focused environmental comparisons. Past comparisons largely eliminated the political divide that separated liberal and conservative respondents' attitudes toward and behavior regarding climate change, so that across these studies conservatives and liberals were nearly equally likely to fight climate change. This research demonstrates how psychological processes, such as temporal comparison, underlie the prevalent ideological gap in addressing climate change. It opens up a promising avenue to convince conservatives effectively of the need to address climate change and global warming.","Proceedings of the National Academy of Sciences"
"10.1038/s41598-018-30314-y","The statistical shape of geometric reasoning","Geometric reasoning has an inherent dissonance: its abstract axioms and propositions refer to perfect, idealized entities, whereas its use in the physical world relies on dynamic perception of objects. How do abstract Euclidean concepts, dynamics, and statistics come together to support our intuitive geometric reasoning? Here, we address this question using a simple geometric task - planar triangle completion. An analysis of the distribution of participants' errors in localizing a fragmented triangle's missing corner reveals scale-dependent deviations from a deterministic Euclidean representation of planar triangles. By considering the statistical physics of the process characterized via a correlated random walk with a natural length scale, we explain these results and further predict participants' estimates of the missing angle, measured in a second task. Our model also predicts the results of a categorical reasoning task about changes in the triangle size and shape even when such completion strategies need not be invoked. Taken together, our findings suggest a critical role for noisy physical processes in our reasoning about elementary Euclidean geometry.","Scientific Reports"
"10.1177/01461672952111004","Measures of Anchoring in Estimation Tasks","The authors describe a method for the quantitative study of anchoring effects in estimation tasks. A calibration group provides estimates of a set of uncertain quantities. Subjects in the anchored condition first judge whether a specified number (the anchor) is higher or lower than the true value before estimating each quantity. The anchors are set at predetermined percentiles of the distribution of estimates in the calibration group (15th and 85th percentiles in this study). This procedure permits the transformation of anchored estimates into percentiles in the calibration group, allows pooling of results across problems, and provides a natural measure of the size of the effect. The authors illustrate the method by a demonstration that the initial judgment of the anchor is susceptible to an anchoring-like bias and by an analysis of the relation between anchoring and subjective confidence.","Personality and Social Psychology Bulletin"
"10.1073/pnas.2218961120","Thinking about God increases acceptance of artificial intelligence in decision-making","Thinking about God promotes greater acceptance of Artificial intelligence (AI)-based recommendations. Eight preregistered experiments ( n = 2,462) reveal that when God is salient, people are more willing to consider AI-based recommendations than when God is not salient. Studies 1 and 2a to 2d demonstrate across a wide variety of contexts, from choosing entertainment and food to mutual funds and dental procedures, that God salience reduces reliance on human recommenders and heightens willingness to consider AI recommendations. Studies 3 and 4 demonstrate that the reduced reliance on humans is driven by a heightened feeling of smallness when God is salient, followed by a recognition of human fallibility. Study 5 addresses the similarity in mysteriousness between God and AI as an alternative, but unsupported, explanation. Finally, study 6 ( n = 53,563) corroborates the experimental results with data from 21 countries on the usage of robo-advisors in financial decision-making.","Proceedings of the National Academy of Sciences"
"10.3758/s13428-021-01694-3","Data quality of platforms and panels for online behavioral research","© 2021, The Psychonomic Society, Inc.We examine key aspects of data quality for online behavioral research between selected platforms (Amazon Mechanical Turk, CloudResearch, and Prolific) and panels (Qualtrics and Dynata). To identify the key aspects of data quality, we first engaged with the behavioral research community to discover which aspects are most critical to researchers and found that these include attention, comprehension, honesty, and reliability. We then explored differences in these data quality aspects in two studies (N ~ 4000), with or without data quality filters (approval ratings). We found considerable differences between the sites, especially in comprehension, attention, and dishonesty. In Study 1 (without filters), we found that only Prolific provided high data quality on all measures. In Study 2 (with filters), we found high data quality among CloudResearch and Prolific. MTurk showed alarmingly low data quality even with data quality filters. We also found that while reputation (approval rating) did not predict data quality, frequency and purpose of usage did, especially on MTurk: the lowest data quality came from MTurk participants who report using the site as their main source of income but spend few hours on it per week. We provide a framework for future investigation into the ever-changing nature of data quality in online research, and how the evolving set of platforms and panels performs on these key aspects.","Behavior Research Methods"
"10.1037/a0019006","Music-evoked nostalgia: Affect, memory, and personality.","Participants listened to randomly selected excerpts of popular music and rated how nostalgic each song made them feel. Nostalgia was stronger to the extent that a song was autobiographically salient, arousing, familiar, and elicited a greater number of positive, negative, and mixed emotions. These effects were moderated by individual differences (nostalgia proneness, mood state, dimensions of the Affective Neurosciences Personality Scale, and factors of the Big Five Inventory). Nostalgia proneness predicted stronger nostalgic experiences, even after controlling for other individual difference measures. Nostalgia proneness was predicted by the Sadness dimension of the Affective Neurosciences Personality Scale and Neuroticism of the Big Five Inventory. Nostalgia was associated with both joy and sadness, whereas nonnostalgic and nonautobiographical experiences were associated with irritation.","Emotion"
"10.1111/j.1467-9280.2008.02049.x","Extremal Edge","Extremal edges (EEs) are projections of viewpoint-specific horizons of self-occlusion on smooth convex surfaces. An ecological analysis of viewpoint constraints suggests that an EE surface is likely to be closer to the observer than the non-EE surface on the other side of the edge. In two experiments, one using shading gradients and the other using texture gradients, we demonstrated that EEs operate as strong cues to relative depth perception and figure-ground organization. Image regions with an EE along the shared border were overwhelmingly perceived as closer than either flat or equally convex surfaces without an EE along that border. A further demonstration suggests that EEs are more powerful than classical figure-ground cues, including even the joint effects of small size, convexity, and surroundedness.","Psychological Science"
"10.1073/pnas.1501592112","Perceived intent motivates people to magnify observed harms","Existing moral psychology research commonly explains certain phenomena in terms of a motivation to blame. However, this motivation is not measured directly, but rather is inferred from other measures, such as participants' judgments of an agent's blameworthiness. The present paper introduces new methods for assessing this theoretically important motivation, using tools drawn from animal-model research. We test these methods in the context of recent ""harm-magnification"" research, which shows that people often overestimate the damage caused by intentional (versus unintentional) harms. A preliminary experiment exemplifies this work and also rules out an alternative explanation for earlier harm-magnification results. Exp. 1 asks whether intended harm motivates blame or merely demonstrates the actor's intrinsic blameworthiness. Consistent with a motivational interpretation, participants freely chose blaming, condemning, and punishing over other appealing tasks in an intentional-harm condition, compared with an unintentional-harm condition. Exp. 2 also measures motivation but with converging indicators of persistence (effort, rate, and duration) in blaming. In addition to their methodological contribution, these studies also illuminate people's motivational responses to intentional harms. Perceived intent emerges as catalyzing a motivated social cognitive process related to social prediction and control.","Proceedings of the National Academy of Sciences"
"10.3758/BF03197186","Choosing versus rejecting: Why some options are both better and worse than others","A previously unobserved pattern of choice behavior is predicted and corroborated. In line with the principle of compatibility, according to which the weighting of inputs is enhanced by their compatibility with output, the positive and negative dimensions of options (their pros and cons) are expected to loom larger when one is choosing and when one is rejecting, respectively. Subjects are presented with pairs of options, one of which-the enriched option-has more positive as well as more negative dimensions than does the other, impoverished, option. Because positive dimensions are weighted more heavily in choosing than in rejecting, and negative dimensions are weighted more heavily in rejecting than in choosing, the enriched option tends to be chosen and rejected relatively more often than the impoverished option. These findings are extended to nonbinary decision problems, and their implications for the rational theory of choice and for everyday decisions are discussed. © 1993 Psychonomic Society, Inc.",""
"10.1016/0022-1031(77)90049-X","The ""false consensus effect"": An egocentric bias in social perception and attribution processes","Evidence from four studies demonstrates that social observers tend to perceive a ""false consensus"" with respect to the relative commonness of their own responses. A related bias was shown to exist in the observers' social inferences. Thus, raters estimated particular responses to be relatively common and relatively unrevealing concerning the actors' distinguishing personal dispositions when the responses in question were similar to the raters' own responses; responses differing from those of the rater, by contrast, were perceived to be relatively uncommon and revealing of the actor. These results were obtained both in questionnaire studies presenting subjects with hypothetical situations and choices and in authentic conflict situations. The implications of these findings for our understanding of social perception phenomena and for our analysis of the divergent perceptions of actors and observers are discussed. Finally, cognitive and perceptual mechanisms are proposed which might account for distortions in perceived consensus and for corresponding biases in social inference and attributional processes. © 1977.",""
"10.1016/j.jml.2006.02.004","Roosters, robins, and alarm clocks: Aptness and conventionality in metaphor comprehension","Bowdle and Gentner (2005) proposed a reconciliation of the comparison and categorization models of metaphor comprehension. Their career of metaphor model posits that, as a metaphorical term becomes more conventional, its mode of processing shifts from comparison to categorization. However, other recent studies (Chiappe, Kennedy, & Chiappe, 2003; Jones & Estes, 2005) suggest instead that aptness may mediate metaphorical processing. We empirically contrasted conventionality and aptness to examine their roles in metaphor comprehension. Aptness predicted the preference for metaphors over similes (Experiment 1), the speed and ease of metaphor comprehension (Experiment 2), and the category membership of metaphorical terms (Experiment 3). Conventionality did not reliably predict any of these aspects of metaphorical processing. Thus, results supported the categorization model, and failed to support the career of metaphor. © 2006 Elsevier Inc. All rights reserved.","Journal of Memory and Language"
"10.1073/pnas.1707040114","Search predicts and changes patience in intertemporal choice","Intertemporal choice impacts many important outcomes, such as decisions about health, education, wealth, and the environment. However, the psychological processes underlying decisions involving outcomes at different points in time remain unclear, limiting opportunities to intervene and improve people's patience. This research examines information-search strategies used during intertemporal choice and their impact on decisions. In experiment 1, we demonstrate that search strategies vary substantially across individuals. We subsequently identify two distinct search strategies across individuals. Comparative searchers, who compare features across options, discount future options less and are more susceptible to acceleration versus delay framing than integrative searchers, who integrate the features of an option. Experiment 2 manipulates search using an unobtrusive method to establish a causal relationship between strategy and choice, randomly assigning participants to conditions promoting either comparative or integrative search. Again, comparative search promotes greater patience than integrative search. Additionally, when participants adopt a comparative search strategy, they also exhibit greater effects of acceleration versus delay framing. Although most participants reported that the manipulation did not change their behavior, promoting comparative search decreased discounting of future rewards substantially and speeded patient choices. These findings highlight the central role that heterogeneity in psychological processes plays in shaping intertemporal choice. Importantly, these results indicate that theories that ignore variability in search strategies may be inadvertently aggregating over different subpopulations that use very different processes. The findings also inform interventions in choice architecture to increase patience and improve consumer welfare.","Proceedings of the National Academy of Sciences"
"10.1371/journal.pone.0071475","Underestimating Calorie Content When Healthy Foods Are Present: An Averaging Effect or a Reference-Dependent Anchoring Effect?","The negative calorie illusion appears to be a function of the contrast between a food being judged and a reference, supporting the hypothesis that the negative calorie illusion arises from the use of a reference-dependent anchoring and adjustment heuristic and not from an 'averaging' effect, as initially proposed. This finding is consistent with existing data on sequential calorie estimates, and highlights a significant impact of the order in which foods are viewed on how foods are evaluated.","PLoS ONE"
"10.1037/0022-3514.94.4.647","How the head liberates the heart: Projection of communal responsiveness guides relationship promotion.","In 5 studies, the authors tested predictions that (a) people project their own felt communal responsiveness onto partners, perceiving partners to be just as caring and supportive as they are, and (b) projected perceptions guide perceivers' orientation toward further promotion of communal relationships. In Study 1, a manipulation of felt communal responsiveness toward a partner affected perceptions of the partner's responsiveness to the self, which in turn predicted evaluation of the partner. In Study 2, a manipulation of responsiveness toward a new acquaintance biased perceptions of the acquaintance's responsiveness to the self, which in turn predicted attraction and warmth toward the new acquaintance. In Studies 3 and 5, participants' own felt communal responsiveness toward a friend appeared to bias their perceptions of the friend's communal responsiveness, which in turn predicted self-disclosure, evaluation of the friend (Studies 3 and 5), and support provision (Study 5). Initial projected perceptions of a friend's (Study 3) and of a spouse's (Study 4) communal responsiveness also predicted longitudinal changes in perceivers' communal responsiveness. Results suggest that those who care for partners often project that care and that this projection guides their relationship promotion.","Journal of Personality and Social Psychology"
"10.1073/pnas.1516868113","Hiding personal information reveals the worst","Seven experiments explore people's decisions to share or withhold personal information, and the wisdom of such decisions. When people choose not to reveal information--to be ""hiders""--they are judged negatively by others (experiment 1). These negative judgments emerge when hiding is volitional (experiments 2A and 2B) and are driven by decreases in trustworthiness engendered by decisions to hide (experiments 3A and 3B). Moreover, hiders do not intuit these negative consequences: given the choice to withhold or reveal unsavory information, people often choose to withhold, but observers rate those who reveal even questionable behavior more positively (experiments 4A and 4B). The negative impact of hiding holds whether opting not to disclose unflattering (drug use, poor grades, and sexually transmitted diseases) or flattering (blood donations) information, and across decisions ranging from whom to date to whom to hire. When faced with decisions about disclosure, decision-makers should be aware not just of the risk of revealing, but of what hiding reveals.","Proceedings of the National Academy of Sciences"
"10.1016/j.cognition.2016.06.011","The seductive allure is a reductive allure: People prefer scientific explanations that contain logically irrelevant reductive information","© 2016 Elsevier B.V.Previous work has found that people feel significantly more satisfied with explanations of psychological phenomena when those explanations contain neuroscience information�""even when this information is entirely irrelevant to the logic of the explanations. This seductive allure effect was first demonstrated by Weisberg, Keil, Goodstein, Rawson, and Gray (2008), and has since been replicated several times (Fernandez-Duque, Evans, Christian, & Hodges, 2015; Minahan & Siedlecki, 2016; Rhodes, Rodriguez, & Shah, 2014; Weisberg, Taylor, & Hopkins, 2015). However, these studies only examined psychological phenomena. The current study thus investigated the generality of this effect and found that it occurs across several scientific disciplines whenever the explanations include reductive information: reference to smaller components or more fundamental processes. These data suggest that people have a general preference for reductive information, even when it is irrelevant to the logic of an explanation.","Cognition"
"10.1016/j.jesp.2018.05.006","Perceived partner responsiveness promotes intellectual humility","© 2018 Elsevier Inc.The relatively novel construct of intellectual humility describes people's tendency to be open-minded and non-defensive when appraising oneself and one's beliefs. Although intellectual humility describes an intrapersonal style of processing information, we theorize that it also has interpersonal roots. This article describes four experiments and one daily-diary study examining the impact of perceived partner responsiveness and unresponsiveness on two manifestations of intellectual humility, lesser self-serving bias and openness to novel information that may contradicting existing beliefs. Studies 1�""3 indicated that three well-established examples of self-serving bias�""the tendency to rate oneself as better than an average peer, overclaiming personal responsibility for shared household activities, and hindsight bias�""were strengthened when people were induced to perceive their partners as unresponsive, but weakened when they were led to perceive their partners as responsive. Study 4, a daily-diary study, demonstrated similar effects of everyday perceptions of responsiveness on hindsight bias, and also found that people reported having been more open to considering alternative, potentially conflicting points of view when they felt that their social environment was responsive to them. Finally, Study 5 found that perceived partner responsiveness led people to adopt a broader perspective. Together, these studies point to perceptions of responsiveness and unresponsiveness as one factor that lessens and intensifies, respectively, openness and non-defensiveness.","Journal of Experimental Social Psychology"
"10.1111/j.1467-9280.2006.01704.x","The Anchoring-and-Adjustment Heuristic","One way to make judgments under uncertainty is to anchor on information that comes to mind and adjust until a plausible estimate is reached. This anchoring-and-adjustment heuristic is assumed to underlie many intuitive judgments, and insufficient adjustment is commonly invoked to explain judgmental biases. However, despite extensive research on anchoring effects, evidence for adjustment-based anchoring biases has only recently been provided, and the causes of insufficient adjustment remain unclear. This research was designed to identify the origins of insufficient adjustment. The results of two sets of experiments indicate that adjustments from self-generated anchor values tend to be insufficient because they terminate once a plausible value is reached (Studies 1a and 1b) unless one is able and willing to search for a more accurate estimate (Studies 2a-2c).","Psychological Science"
"10.1111/j.1467-9280.2008.02061.x","Affective Flexibility","Although early research implicated the amygdala in automatic processing of negative information, more recent research suggests that it plays a more general role in processing the motivational relevance of various stimuli, suggesting that the relation between valence and amygdala activation may depend on contextual goals. This study provides experimental evidence that the relation between valence and amygdala activity is dynamically modulated by evaluative goals. During functional magnetic resonance imaging, participants evaluated the positive, negative, or overall (positive plus negative) aspects of famous people. When participants were providing overall evaluations, both positive and negative names were associated with amygdala activation. When they were evaluating positivity, positive names were associated with amygdala activity, and when they were evaluating negativity, negative names were associated with amygdala activity. Evidence for a negativity bias was found; modulation was more pronounced for positive than for negative information. These data suggest that the amygdala flexibly processes motivationally relevant evaluative information in accordance with current processing goals, but processes negative information less flexibly than positive information.","Psychological Science"
"10.1126/science.1190792","The Social Sense: Susceptibility to Others’ Beliefs in Human Infants and Adults","Human social interactions crucially depend on the ability to represent other agents' beliefs even when these contradict our own beliefs, leading to the potentially complex problem of simultaneously holding two conflicting representations in mind. Here, we show that adults and 7-month-olds automatically encode others' beliefs, and that, surprisingly, others' beliefs have similar effects as the participants' own beliefs. In a visual object detection task, participants' beliefs and the beliefs of an agent (whose beliefs were irrelevant to performing the task) both modulated adults' reaction times and infants' looking times. Moreover, the agent's beliefs influenced participants' behavior even after the agent had left the scene, suggesting that participants computed the agent's beliefs online and sustained them, possibly for future predictions about the agent's behavior. Hence, the mere presence of an agent automatically triggers powerful processes of belief computation that may be part of a ""social sense"" crucial to human societies.","Science"
"10.1002/bdm.586","Incidental environmental anchors","Abstract Three studies examined whether potential anchor values that are incidentally present in the environment can affect a person's numerical estimates. In Study 1, estimates of an athlete's performance were influenced by the number on his jersey. In Study 2, estimates of the proportion of sales in the domestic market were influenced by a product's model number. In Study 3, participants' estimates of how much they would spend at a restaurant were influenced by whether the restaurant was named “Studio 17” or “Studio 97.” These effects were not qualified by participants' expertise in the relevant domain (Study 1) or by their ability to subsequently recall the anchor value (Study 3). These findings document the existence of a new form of “basic anchoring” and suggest that not all basic anchoring effects are as fragile as the existing anchoring literature suggests. Copyright © 2007 John Wiley &amp; Sons, Ltd.","Journal of Behavioral Decision Making"
