entry_id,effect_id,fred_id,ref_o,doi_o,study_o,ref_r,doi_r,url_r,study_r,discipline,tags,description,claim_text_o,claim_page_o,n_o,es_value_o,es_type_o,es_repr_o,pval_value_o,pval_type_o,pval_tails_o,nested_o,prereg_o,n_r,es_value_r,es_type_r,es_repr_r,pval_value_r,pval_type_r,pval_tails_r,nested_r,prereg_r,r_o,r_r
67,1,Holzmeisteretal2024_25,"Atir, S., & Ferguson, M. J. (2018). How gender determines the way we speak about professionals. Proceedings of the National Academy of Sciences, 115(28), 7278–7283. https://doi.org/10/crgh",10.1073/pnas.1805284115,8.0,"Holzmeister, F., Johannesson, M., Camerer, C. F., Chen, Y., Ho, T. H., Hoogeveen, S., ... & Dreber, A. (2024). Examining the replicability of online experiments selected by a decision market. Nature Human Behaviour, 1-15.",,https://osf.io/sejyp ,1.0,Social Psychology,"gender, gender bias, reference, judgment, evaluation","Across eight studies combining archival and experimental methods, we report evidence for a gender bias in how people speak about professionals. Men and women were, on average across studies, more than twice as likely to describe a male (vs. female) professional by surname in domains, such as science, literature, and politics. We find that this simple difference in reference affects judgments of eminence, with participants judging those professionals described by surname as more emi-nent and 14% more deserving of a career award. This gender bias may contribute to the gender gap in perceived eminence as well as in actual recognition and may partially explain the persistent state of women’s underrepresentation in high-status fields, in-cluding science, technology, engineering, and math.","Some professional outcomes, such as career awards, are partic-ularly tied to eminence. In study 8 (n = 554), we tested whether researchers referred to by surname (vs. full name) are judged as more deserving of a fictitious NSF career award and award-related funds...Re-searchers referred to by surname were also allocated a larger share of the award money by 6%: F(1,551) = 4.61, P = 0.032",4.0,554.0,"F(1,551) = 4.61",test statistic,p.4,0.032,e (=),NA (not reported),yes,https://aspredicted.org/ij46t.pdf,2849.0,0.009,d,p.2,0.639,e (=),2 (two),yes,https://osf.io/kpvwg,0.091088895,0.004499954
68,1,Holzmeisteretal2024_26,"Ames, D. L., & Fiske, S. T. (2015). Perceived intent motivates people to magnify observed harms. Proceedings of the National Academy of Sciences, 112(12), 3599–3605. https://doi.org/10/gsv6xm",10.1073/pnas.1501592112,2.0,"Holzmeister, F., Johannesson, M., Camerer, C. F., Chen, Y., Ho, T. H., Hoogeveen, S., ... & Dreber, A. (2024). Examining the replicability of online experiments selected by a decision market. Nature Human Behaviour, 1-15.",,https://osf.io/sejyp ,1.0,Social Psychology,"intent, motivation, harm, blame, morality","This paper examines how detecting harmful intent creates downstream consequences for assessing damage, magnifying its cost. If intentional harms seem worse, society may spend more money on them than on objectively more damaging unintentional harms or on naturally occurring harms. Why might this occur? Various psychological theories identify the cause as motivation; however, the presence of this motivation has been inferred in-directly. Drawing on animal-model research, we present more direct evidence for blame motivation, and discuss how it may help to explain the magnification of intentional harms. This approach acknowledges the nonrational biases in damage estimates and potential policy priorities.","However, in the intentional harm condition—that is, when the vignette was identical except that the medi-cations were switched intentionally—selection of the “blame” task more than doubled, χ2(1) = 6.7, P = 0.009. Although other tasks could have been similarly (or inversely) affected, the blame task proved to be uniquely sensitive to the intentionality ma-nipulation",3.0,,χ2(1) = 6.7,test statistic,p.3,0.009,e (=),NA (not reported),no,,723.0,0.027,d,p.2,0.714,e (=),2 (two),no,https://osf.io/4aqu7,,0.01349877
69,1,Holzmeisteretal2024_3,"Stern, C., West, T. V., & Rule, N. O. (2015). Conservatives negatively evaluate counterstereotypical people to maintain a sense of certainty. Proceedings of the National Academy of Sciences, 112(50), 15337–15342. https://doi.org/10/f74fb4",10.1073/pnas.1517662112,7.0,"Holzmeister, F., Johannesson, M., Camerer, C. F., Chen, Y., Ho, T. H., Hoogeveen, S., ... & Dreber, A. (2024). Examining the replicability of online experiments selected by a decision market. Nature Human Behaviour, 1-15.",,https://osf.io/sejyp ,1.0,Social Psychology,"ideology, stereotyping, social evaluation","conservatives are not only more likely to use stereotypes than are liberals, but are especially likely to negatively evaluate counterstereotypical people to organize the social world with greater certainty.","Conservatives allocated less money to the counterstereotypical targets than to the stereotypical targets [B = 0.52, SE = 0.14, Z = 3.65, P < 0.001]...These studies demonstrate that conservatives negatively eval-uate people who deviate from stereotypes more than liberals do. Our results suggest that conservatives’ evaluations stem from a functional process of using stereotypes to efficiently categorizepeople into groups and thus maintain a sense of certainty.",3.0,273.0,0.52,b (unstd),p.3,0.001,l (<),NA (not reported),yes,,503.0,0.0112,d,p.3,0.801,e (=),2 (two),yes,https://osf.io/3pu8d,,0.005599912
70,1,Holzmeisteretal2024_4,"Reeck, C., Wall, D., & Johnson, E. J. (2017). Search predicts and changes patience in intertemporal choice. Proceedings of the National Academy of Sciences, 114(45), 11890–11895. https://doi.org/10/ggb75r",10.1073/pnas.1707040114,2.0,"Holzmeister, F., Johannesson, M., Camerer, C. F., Chen, Y., Ho, T. H., Hoogeveen, S., ... & Dreber, A. (2024). Examining the replicability of online experiments selected by a decision market. Nature Human Behaviour, 1-15.",,https://osf.io/sejyp ,1.0,Judgment and Decision Making,"temporal discounting, delay of gratification, decision making, process tracing, choice architecture","People often make decisions with consequences that unfold over time. When facing such intertemporal choices, people use differ-ent search strategies. We examine how these search strategies differ and how they relate to patience in intertemporal choice.","we experimentally manipulated search patterns in experiment 2 and examined their influence on intertemporal choice..There was a significant effect of search condition, β = −0.23, SE = 0.10, P = 0.027, with participants in the easy comparative condi-tion exhibiting greater patience than those in the easy integrative condition.",45750.0,207.0,-0.23,beta (std),p.4,0.027,e (=),NA (not reported),no,,1044.0,0.067,d,p.2,0.278,e (=),2 (two),no,https://osf.io/szntm,,0.033481218
71,1,Holzmeisteretal2024_5,"Rai, T. S., Valdesolo, P., & Graham, J. (2017). Dehumanization increases instrumental violence, but not moral violence. Proceedings of the National Academy of Sciences, 114(32), 8511–8516. https://doi.org/10/gg6grh",10.1073/pnas.1705238114,5.0,"Holzmeister, F., Johannesson, M., Camerer, C. F., Chen, Y., Ho, T. H., Hoogeveen, S., ... & Dreber, A. (2024). Examining the replicability of online experiments selected by a decision market. Nature Human Behaviour, 1-15.",,https://osf.io/sejyp ,1.0,Social Psychology,"moral, violence, dehumanization, instrumental, aggression","Across five experiments, we show that dehumanization—the act of perceiving victims as not completely human—increases instrumen-tal, but not moral, violence.","Participants were significantly more likely to report that they would break the stranger’s thumb for money when he was described in dehumanized (M = 4.64, SD = 2.14) rather than humanized terms (M = 3.90, SD = 2.36; t = 2.26, P = 0.025).",3.0,,t = 2.26,test statistic,p.3,0.025,e (=),NA (not reported),no,,855.0,0.185,d,p.3,0.007,e (=),2 (two),no,https://osf.io/9avrm,,0.092106795
72,1,Holzmeisteretal2024_6,"Morris, A., MacGlashan, J., Littman, M. L., & Cushman, F. (2017). Evolution of flexibility and rigidity in retaliatory punishment. Proceedings of the National Academy of Sciences, 114(39), 10396–10401. https://doi.org/10/gb4vmc",10.1073/pnas.1704032114,1.0,"Holzmeister, F., Johannesson, M., Camerer, C. F., Chen, Y., Ho, T. H., Hoogeveen, S., ... & Dreber, A. (2024). Examining the replicability of online experiments selected by a decision market. Nature Human Behaviour, 1-15.",,https://osf.io/sejyp ,1.0,Cognitive Psychology,"punishment, evolution, reinforcement learning, game theory, commitment","Two aims of behavioral science, often pursued separately, are to model the evolutionary dynamics and cognitive mechanisms governing behavior in social conflicts. Combining these approaches, we show that the dynamics of proximate mechanisms such as reward learning can play a pivotal role in determining evolutionary outcomes","We fit a mixed-effects model, regressing participant choices on their role, the round number, and the interaction between role and round. The interaction between role and round is significant likelihood ratio test, χ2(1)=21. P < 0.001; = 0.03, 95% CI = (0.024, 0.24)]. Consistent with our predictions, in repeated games against inflexible opponents, thieves act relatively flexibly and victims act relatively rigidly.",4.0,100.0,χ2(1)=21.7,test statistic,p.4,0.001,l (<),NA (not reported),no,,128.0,0.414,d,p.2,0.019,e (=),2 (two),no,https://osf.io/yd69c,,0.202702745
73,1,Holzmeisteretal2024_7,"McCall, L., Burk, D., Laperrière, M., & Richeson, J. A. (2017). Exposure to rising inequality shapes Americans’ opportunity beliefs and policy support. Proceedings of the National Academy of Sciences, 114(36), 9593–9598. https://doi.org/10/gbwx4j",10.1073/pnas.1706253114,3.0,"Holzmeister, F., Johannesson, M., Camerer, C. F., Chen, Y., Ho, T. H., Hoogeveen, S., ... & Dreber, A. (2024). Examining the replicability of online experiments selected by a decision market. Nature Human Behaviour, 1-15.",,https://osf.io/sejyp ,1.0,Political Psychology,"economic inequality, opportunity beliefs, policy preferences, redistribution, system justification","Exposure to rising inequality shapes Americans’ opportunity beliefs and policy support...perceptions of rising economic inequality spark skepticism about the existence of economic opportunity in society that, in turn, may motivate support for equity-enhancing policies.","Regres-sions revealed that participants in the inequality treatment con-dition rated structural factors as more important to getting ahead, and individual factors as less important, than did participants in the control condition [β = 0.353, SE = 0.076, P < 0.001, root-mean-squared error (RMSE) = 0.828 for structural factors; ... Thus, these results offer preliminary evidence in support of the opportunity model: Namely, exposure to infor-mation about rising economic inequality in the United States can lead to greater skepticism regarding the extent to which opportunity to advance in America still exists.",2.0,480.0,0.353,beta (std),p.2,0.001,l (<),NA (not reported),no,,679.0,0.188,d,p.2,0.015,e (=),2 (two),no,https://osf.io/cs82h,,0.09358744
74,1,Holzmeisteretal2024_8,"Kraus, M. W., Rucker, J. M., & Richeson, J. A. (2017). Americans misperceive racial economic equality. Proceedings of the National Academy of Sciences, 114(39), 10324–10331. https://doi.org/10/gb4sh4",10.1073/pnas.1707719114,4.0,"Holzmeister, F., Johannesson, M., Camerer, C. F., Chen, Y., Ho, T. H., Hoogeveen, S., ... & Dreber, A. (2024). Examining the replicability of online experiments selected by a decision market. Nature Human Behaviour, 1-15.",,https://osf.io/sejyp ,1.0,Political Psychology,"economic inequality, racial disparities, socioeconomic status, racial stratification, motivated perception","The present research documents the widespread misperception of race-based economic equality in the United States. Across four studies (n = 1,377) sampling White and Black Americans from the top and bottom of the national income distribution, participants overestimated progress toward Black–White economic equality, largely driven by estimates of greater current equality than actually exists according to national statistics.","inducing consideration of the persistence of racial discrimination in the United States resulted in estimates of racial income equality that were much closer to reality, t(201) = 17.51, P < 0.001, dRM = 0.50... overestimates of Black–White economic equality are rooted, at least in part, in both motivational tendencies to perceive society as fair and the lack of consideration of the social structures, practices, and policies that created and continue to maintain racial disparities in economic outcomes.",6.0,202.0,t(201) = 17.51,test statistic,p.6,0.001,l (<),NA (not reported),yes,,205.0,0.259,d,p.3,0.001,l (<),2 (two),yes,https://osf.io/yt9vb,0.777186587,0.128427596
75,1,Holzmeisteretal2024_9,"Kouchaki, M., & Gino, F. (2016). Memories of unethical actions become obfuscated over time. Proceedings of the National Academy of Sciences, 113(22), 6166–6171. https://doi.org/10/f8qfrh",10.1073/pnas.1523586113,9.0,"Holzmeister, F., Johannesson, M., Camerer, C. F., Chen, Y., Ho, T. H., Hoogeveen, S., ... & Dreber, A. (2024). Examining the replicability of online experiments selected by a decision market. Nature Human Behaviour, 1-15.",,https://osf.io/sejyp ,1.0,Cognitive Psychology,"dishonesty, memory, unethical behavior, psychological dissonance, morality","as compared with people who en-gaged in ethical behavior and those who engaged in positive or negative actions, people who acted unethically are the least likely to remember the details of their actions. That is, people experi-ence unethical amnesia: unethical actions tend to be forgotten and, when remembered, memories of unethical behavior become less clear and vivid over time than memories of other types of behaviors. Our findings advance the science of dishonesty, memory, and decision making.","As predicted, participants in the likely-cheating condition...were more likely to cheat at time 2 [χ2(n = 258) = 10.48, P = 0.001, Cramer’s V = 0.20]...than those in the no-cheating condition...providing further evidence for the consequences of unethical amnesia",5.0,258.0,χ2 = 10.48,test statistic,p.5,0.001,e (=),NA (not reported),no,,584.0,–0.038,d,p.3,0.646,e (=),2 (two),no,https://osf.io/nc49e,,
76,1,j8a4p_composite,"Huang, J. L. (2014). Does cleanliness influence moral judgments? Response effort moderates the effect of cleanliness priming on moral judgments. Frontiers in Psychology, 5, 1276.",10.3389/fpsyg.2014.01276,2.0,"Mahlke, J., Weaver, A., Hall, M. M., Koenig, B., Poulter, L., Lee, A. A., … Gentry, A. (2018, April 27). Huang  (2014) Replication. https://doi.org/10.17605/OSF.IO/J8A4P",10.17605/OSF.IO/J8A4P,,1.0,Social Psychology,"Priming, moral judgment, response effort, replication, cleanliness",Cleanliness condition in the low response effort group significantly influenced the moral judgements averaged across all vignettes,"""The cleanliness condition had a lower mean composite rating than the neutral condition, d = −0.29, p = 0.04 in the low response effort condition""",5.0,218.0,-0.29,d,p.6,0.04,e (=),NA (not reported),no,,199.0,0.058,d,,0.667,e (=),2 (two),no,https://osf.io/j8a4p,0.14349931,0.028987813
76,2,j8a4p_dog,"Huang, J. L. (2014). Does cleanliness influence moral judgments? Response effort moderates the effect of cleanliness priming on moral judgments. Frontiers in Psychology, 5, 1276.",10.3389/fpsyg.2014.01276,2.0,"Mahlke, J., Weaver, A., Hall, M. M., Koenig, B., Poulter, L., Lee, A. A., … Gentry, A. (2018, April 27). Huang  (2014) Replication. https://doi.org/10.17605/OSF.IO/J8A4P",10.17605/OSF.IO/J8A4P,,1.0,Social Psychology,"Priming, moral judgment, response effort, replication, cleanliness","Cleanliness condition in the low response effort group significantly influenced the moral judgements in the ""Dog"" vignettes","""In particular, the cleanliness priming resulted in a significantly less extreme rating on the “dog” scenario than the neutral condition, d = −0.38, p = 0.005""",5.0,218.0,-0.38,d,p.6,0.005,e (=),NA (not reported),no,,199.0,0.031,d,,0.824,e (=),2 (two),no,https://osf.io/j8a4p,0.186660646,0.015498138
76,3,j8a4p_kitten,"Huang, J. L. (2014). Does cleanliness influence moral judgments? Response effort moderates the effect of cleanliness priming on moral judgments. Frontiers in Psychology, 5, 1276.",10.3389/fpsyg.2014.01276,2.0,"Mahlke, J., Weaver, A., Hall, M. M., Koenig, B., Poulter, L., Lee, A. A., … Gentry, A. (2018, April 27). Huang  (2014) Replication. https://doi.org/10.17605/OSF.IO/J8A4P",10.17605/OSF.IO/J8A4P,,1.0,Social Psychology,"Priming, moral judgment, response effort, replication, cleanliness","Cleanliness condition in the low response effort group did not achienve significant influence on the moral judgements in the ""Kitten"" vignettes","""A further examination of the cleanliness hypothesis on individual vignettes in the low response effort condition revealed a pattern consistent with the expectation, with ds ranging from – 0.03 to −0.38 (see Table 2).""",5.0,218.0,-0.16,d,p.6,0.23,e (=),NA (not reported),no,,199.0,0.189,d,,0.184,e (=),2 (two),no,https://osf.io/j8a4p,0.079745222,0.094080851
76,4,j8a4p_plane,"Huang, J. L. (2014). Does cleanliness influence moral judgments? Response effort moderates the effect of cleanliness priming on moral judgments. Frontiers in Psychology, 5, 1276.",10.3389/fpsyg.2014.01276,2.0,"Mahlke, J., Weaver, A., Hall, M. M., Koenig, B., Poulter, L., Lee, A. A., … Gentry, A. (2018, April 27). Huang  (2014) Replication. https://doi.org/10.17605/OSF.IO/J8A4P",10.17605/OSF.IO/J8A4P,,1.0,Social Psychology,"Priming, moral judgment, response effort, replication, cleanliness","Cleanliness condition in the low response effort group did not achienve significant influence on the moral judgements in the ""Plane"" vignettes","""A further examination of the cleanliness hypothesis on individual vignettes in the low response effort condition revealed a pattern consistent with the expectation, with ds ranging from – 0.03 to −0.38 (see Table 2).""",5.0,218.0,-0.03,d,p.6,0.83,e (=),NA (not reported),no,,199.0,-0.043,d,,0.763,e (=),2 (two),no,https://osf.io/j8a4p,0.014998313,0.021495033
76,5,j8a4p_resume,"Huang, J. L. (2014). Does cleanliness influence moral judgments? Response effort moderates the effect of cleanliness priming on moral judgments. Frontiers in Psychology, 5, 1276.",10.3389/fpsyg.2014.01276,2.0,"Mahlke, J., Weaver, A., Hall, M. M., Koenig, B., Poulter, L., Lee, A. A., … Gentry, A. (2018, April 27). Huang  (2014) Replication. https://doi.org/10.17605/OSF.IO/J8A4P",10.17605/OSF.IO/J8A4P,,1.0,Social Psychology,"Priming, moral judgment, response effort, replication, cleanliness","Cleanliness condition in the low response effort group did not achienve significant influence on the moral judgements in the ""Resume"" vignettes","""A further examination of the cleanliness hypothesis on individual vignettes in the low response effort condition revealed a pattern consistent with the expectation, with ds ranging from – 0.03 to −0.38 (see Table 2).""",5.0,218.0,-0.17,d,p.6,0.22,e (=),NA (not reported),no,,199.0,-0.008,d,,0.964,e (=),2 (two),no,https://osf.io/j8a4p,0.084694591,0.003999968
76,6,j8a4p_trolley,"Huang, J. L. (2014). Does cleanliness influence moral judgments? Response effort moderates the effect of cleanliness priming on moral judgments. Frontiers in Psychology, 5, 1276.",10.3389/fpsyg.2014.01276,2.0,"Mahlke, J., Weaver, A., Hall, M. M., Koenig, B., Poulter, L., Lee, A. A., … Gentry, A. (2018, April 27). Huang  (2014) Replication. https://doi.org/10.17605/OSF.IO/J8A4P",10.17605/OSF.IO/J8A4P,,1.0,Social Psychology,"Priming, moral judgment, response effort, replication, cleanliness","Cleanliness condition in the low response effort group did not achienve significant influence on the moral judgements in the ""Trolley"" vignettes","""A further examination of the cleanliness hypothesis on individual vignettes in the low response effort condition revealed a pattern consistent with the expectation, with ds ranging from – 0.03 to −0.38 (see Table 2).""",5.0,218.0,-0.14,d,p.6,0.3,e (=),NA (not reported),no,,199.0,0.058,d,,0.679,e (=),2 (two),no,https://osf.io/j8a4p,0.069829128,0.028987813
76,7,j8a4p_wallet,"Huang, J. L. (2014). Does cleanliness influence moral judgments? Response effort moderates the effect of cleanliness priming on moral judgments. Frontiers in Psychology, 5, 1276.",10.3389/fpsyg.2014.01276,2.0,"Mahlke, J., Weaver, A., Hall, M. M., Koenig, B., Poulter, L., Lee, A. A., … Gentry, A. (2018, April 27). Huang  (2014) Replication. https://doi.org/10.17605/OSF.IO/J8A4P",10.17605/OSF.IO/J8A4P,,1.0,Social Psychology,"Priming, moral judgment, response effort, replication, cleanliness","Cleanliness condition in the low response effort group did not achienve significant influence on the moral judgements in the ""Walley"" vignettes","""A further examination of the cleanliness hypothesis on individual vignettes in the low response effort condition revealed a pattern consistent with the expectation, with ds ranging from – 0.03 to −0.38 (see Table 2).""",5.0,218.0,-0.13,d,p.6,0.34,e (=),NA (not reported),no,,199.0,0.014,d,,0.918,e (=),2 (two),no,https://osf.io/j8a4p,0.064863121,0.006999829
77,1,q6tv8,"Epley, N., & Gilovich, T. (2006). The anchoring-and-adjustment heuristic: Why the adjustments are insufficient. Psychological science, 17(4), 311-318.",10.1111/j.1467-9280.2006.01704.x,2c,"Röseler, L., Bögler, H. L., Koßmann, L., Krueger, S., Bickenbach, S., Bühler, R., … Ponader, S. (2023, July 11). Results Report: Replication of Epley and Gilovich  (2006, Study 2c). https://doi.org/10.17605/OSF.IO/Q6TV8",10.17605/OSF.IO/Q6TV8,,2.0,Social Psychology,"Anchoring effect, self-generated, replication, anchoring and adjustment, adjustment model","The magnitude of adjustment-based anchoring is moderated by the cognitive load with high cognitive load leading to less adjustment from self-generated anchors
","""In Study 2c, participants who were not cognitively busy provided estimates further from their self-generated anchor values (mean z score 5 0.14) than those who were cognitively encumbered (mean z score =0.13), t(92) = 3.18, p < .01, prep = .98, d = 0.66.""",7.0,94.0,0.66,d,7.0,0.01,l (<),2 (two),no,,182.0,0.215,d,p.25,0.925,e (=),2 (two),no,https://osf.io/q6tv8,0.313377454,0.106884184
77,2,q6tv8,"Epley, N., & Gilovich, T. (2006). The anchoring-and-adjustment heuristic: Why the adjustments are insufficient. Psychological science, 17(4), 311-318.",10.1111/j.1467-9280.2006.01704.x,2c,"Röseler, L., Bögler, H. L., Koßmann, L., Krueger, S., Bickenbach, S., Bühler, R., … Ponader, S. (2023, July 11). Results Report: Replication of Epley and Gilovich  (2006, Study 2c). https://doi.org/10.17605/OSF.IO/Q6TV8",10.17605/OSF.IO/Q6TV8,,2.0,Social Psychology,"Anchoring effect, self-generated, replication, anchoring and adjustment, adjustment model","The magnitude of adjustment-based anchoring is moderated by the cognitive load with high cognitive load leading to less adjustment from self-generated anchors
","""There was a significant interaction between our manipulations (NFC, alcohol consumption, or busyness) and question type (self-generated or experimenter-provided anchor) [...] and a marginally significant interaction in Study 2c, F(1, 90) = 3.22, p = .08, prep = .84, eta-square = .03""",7.0,94.0,0.03,etasq,7.0,0.08,e (=),2 (two),yes,,182.0,0.001,etasq,p.25,0.216,l (<),2 (two),yes,https://osf.io/q6tv8,0.173205081,0.031622777
78,1,rtn9s,"Jostmann, N. B., Lakens, D., & Schubert, T. W. (2009). Weight as an embodiment of importance. Psychological science, 20(9), 1169-1174.",10.1111/j.1467-9280.2009.02426.x,2.0,"Djordjević, S., & IJzerman, H. (2015). Weight as an Embodiment of Importance: Replications and Extensions. https://dx.doi.org/10.2139/ssrn.2586261",10.2139/ssrn.2586261,,3.0,Judgment and Decision Making,"weight, importance, judgements, decision-making",importance of weight on having a voice in a decision-making procedure,"""revealed that participants in the heavy-clipboard ondition (M = 5.27, SD = 1.28) found it more im-portant that the committee listen to the students’ opinions than did participants in the light-clipboard condition (M = 4.21, SD 5 2.10), F(1, 49) = 4.33, p < .05, prep 5 .92, Zp
2 5 .08""",p. 4,51.0,0.08,etasq,p. 4,0.05,l (<),1 (one),no,,698.0,0.02,d,p. 9,0.84,e (=),1 (one),no,https://osf.io/rtn9s/,0.282842712,0.0099995
79,1,uxajg,"Huang, J. L. (2014). Does cleanliness influence moral judgments? Response effort moderates the effect of cleanliness priming on moral judgments. Frontiers in Psychology, 5, 1276.",10.3389/fpsyg.2014.01276,1.0,"Adams, D., Koenig, B., Sanders, C., Jackson, D., & Davis, C. (2018, December 4). Response Effort on Cleanliness Priming for Moral Judgements. https://doi.org/10.17605/OSF.IO/UXAJG",10.17605/OSF.IO/UXAJG,,1.0,Social Psychology,"Priming, moral judgment, response effort, replication, cleanliness",Cleanliness condition in the low response effort group significantly influenced the moral judgements averaged across all vignettes,"""The cleanliness condition had a lower mean composite rating than the neutral condition, d = −0.29, p = 0.04 in the low response effort condition""",5.0,218.0,-0.29,d,p.6,0.04,e (=),NA (not reported),no,,387.0,0.12375,d,,0.05,g (>),NA (not reported),no,https://osf.io/uxajg,0.14349931,0.061756894
80,1,XPHI1,"Knobe, J. (2003). Intentional Action and Side Effects in Ordinary Language. Analysis, 63, 190-193.",10.1111/1467-8284.00419,1.0,"Cova, F., Strickland, B., Abatista, A., Allard, A., Andow, J., Attie, M., Beebe, J., Berniūnas, R., Boudesseul, J., Colombo, M., Cushman, F., Diaz, R., N'Djaye Nikolai van Dongen, N., Dranseika, V., Earp, B. D., Torres, A. G., Hannikainen, I., Hernández-Conde, J. V., Hu, W., . . . Zhou, X. (2021). Estimating the reproducibility of experimental philosophy. Review of Philosophy and Psychology, 12(1), 9–44. ",10.1007/s13164-018-0400-9,,,Experimental Philosophy,experimental philosophy,Intentional Action and Side Effects in Ordinary Language,"As predicted, the two conditions elicited two radically different patterns of responses. In the harm condition, most subjects (82%) said that the agent brought about the side effect intentionally, whereas in the help condition, most subjects (77%) said that the agent did not bring about the side effect intentionally. This difference was highly statistically significant, χ2(1, N = 78) = 27.2, p < .001.",p.3,78.0,χ2(1) = 27.2,test statistic,"p. 3 χ2(1, N = 78) = 27.2, p < .001.",0.001,l (<),NA (not reported),no,no,100.0,0.61,kendall's w,"χ2(1, N = 100) = 37.25, p = 0.001",0.001,e (=),NA (not reported),no,osf.io/hdz5x,,
81,1,XPHI11,"Knobe, J., & Burra, A. (2006). The folk concepts of intention and intentional action: A cross-cultural study. Journal of Cognition and Culture, 6(1), 113-132.",10.1163/156853706776931222,1.0,"Cova, F., Strickland, B., Abatista, A., Allard, A., Andow, J., Attie, M., Beebe, J., Berniūnas, R., Boudesseul, J., Colombo, M., Cushman, F., Diaz, R., N'Djaye Nikolai van Dongen, N., Dranseika, V., Earp, B. D., Torres, A. G., Hannikainen, I., Hernández-Conde, J. V., Hu, W., . . . Zhou, X. (2021). Estimating the reproducibility of experimental philosophy. Review of Philosophy and Psychology, 12(1), 9–44. ",10.1007/s13164-018-0400-9,https://osf.io/4ewkh,11.0,Experimental Philosophy,"Theory of mind, moral cognition, intention, intentional action, cross-cultural evidence, experimental philosophy",,"""Overall, then, the results point to a surprising conclusion about the relationship between the words ‘intentionally’ and ‘jaan-bujhkar.’ It appears that, despite their radically different morphologies, these two words are expressing the same basic concept. In English, this concept is expressed by a word derived from ‘intention.’ In Hindi, it is expressed by a word derived from ‘jaan.’ But the use of the concept does not closely mirror use of either of these words. Rather, use of the concept depends in part on the moral status of the behavior – so that its use is closer to that of ‘intention’ for morally good behaviors and closer to ‘jaan’ for morally bad behaviors."", Subjects were significantly more likely to say that the chairman acted jaan-bujhkar in the harm condition than in the help condition, x2 (1, N = 41) = 15.3, p < .001.""","15, 18, 19",41.0,χ2(1) = 15.3,test statistic,p. 18-19,0.001,l (<),NA (not reported),no,,48.0,0.61,kendall's w,https://osf.io/4ewkh,0.001,l (<),NA (not reported),no,https://doi.org/10.17605/OSF.IO/N5ZSX,,
82,1,XPHI26_d,"Alicke, M. D., Rose, D., & Bloom, D. (2011). Causation, norm violation, and culpable control. The Journal of Philosophy, 108(12), 670-696.",10.5840/jphil20111081238,1.0,"Cova, F., Strickland, B., Abatista, A., Allard, A., Andow, J., Attie, M., Beebe, J., Berniūnas, R., Boudesseul, J., Colombo, M., Cushman, F., Diaz, R., N'Djaye Nikolai van Dongen, N., Dranseika, V., Earp, B. D., Torres, A. G., Hannikainen, I., Hernández-Conde, J. V., Hu, W., . . . Zhou, X. (2021). Estimating the reproducibility of experimental philosophy. Review of Philosophy and Psychology, 12(1), 9–44. ",10.1007/s13164-018-0400-9,https://osf.io/4ewkh,26.0,Experimental Philosophy,"causation, norm violation, culpable control",,"""These findings show that when the physician violated hospital policy, he was viewed more negatively when the patient died than when he lived, F(1, 313) = 48.59, p < .0001"", ""In general, therefore, the findings of this study are consistent with the culpable-control model and very difficult to explain from a norm-violation perspective. First, the data support the culpable-control model's assumption that there are two important sources of evaluation in this scenario: the physician's decision to go along with or to violate the hospital's policy, and the patient's death or survival. The results show that the physician in Hitchcock and Knobe's original scenario would have been viewed very negatively if not for the fortuitous outcome of the patient's recovery, and he was not viewed very positively even with this happy consequence. These findings are consistent with the culpable-control assumption that the physician's decision to contravene hospital policy provided a strong initial basis for blame. When the patient died as a result, this negative outcome counted as a severely aggravating circumstance that further elevated the physician's perceived causal role. However, when the physician was viewed positively for following the hospital's policy, he was not viewed as any more causal as a result of the patient's death in comparison to when the patient survived.""","10, 11",217.0,48.59,F,"p. 10 F(1, 313) = 48.59, p < .0001",1.0E-4,l (<),NA (not reported),no,,319.0,"F(1, 313) = 48.59",test statistic,p. 10,0.001,l (<),NA (not reported),no,https://doi.org/10.17605/OSF.IO/QP8V3,0.999788292,0.366577026
