doi_r,n_originals,outcomes,year_r,flora_commit
10.1037/pspa0000444,1,successful,2026,cb02db7930176d05964d3afe98f460ffa364f366
10.1037/pspp0000017,1,failed,2015,cb02db7930176d05964d3afe98f460ffa364f366
10.1037/pspp0000037,1,successful,2016,cb02db7930176d05964d3afe98f460ffa364f366
10.1037/pspp0000056,1,failed,2016,cb02db7930176d05964d3afe98f460ffa364f366
10.1037/pspp0000070,1,failed,2016,cb02db7930176d05964d3afe98f460ffa364f366
10.1037/pspp0000104,1,successful,2017,cb02db7930176d05964d3afe98f460ffa364f366
10.1037/pspp0000195,1,failed,2019,cb02db7930176d05964d3afe98f460ffa364f366
10.1037/pspp0000202,1,successful,2019,cb02db7930176d05964d3afe98f460ffa364f366
10.1037/pspp0000371,1,failed,2021,cb02db7930176d05964d3afe98f460ffa364f366
10.1037/pspp0000380,1,mixed,2021,cb02db7930176d05964d3afe98f460ffa364f366
10.1037/pspp0000408,1,successful,2022,cb02db7930176d05964d3afe98f460ffa364f366
10.1037/spq0000229,1,successful,2018,cb02db7930176d05964d3afe98f460ffa364f366
10.1037/spq0000246,1,successful,2018,cb02db7930176d05964d3afe98f460ffa364f366
10.1037/tmb0000086,1,mixed,2022,cb02db7930176d05964d3afe98f460ffa364f366
10.1037/tra0000586,1,successful,2021,cb02db7930176d05964d3afe98f460ffa364f366
10.1037/vio0000282,1,mixed,2020,cb02db7930176d05964d3afe98f460ffa364f366
10.1037/xap0000270,1,failed,2020,cb02db7930176d05964d3afe98f460ffa364f366
10.1037/xap0000321,1,failed,2021,cb02db7930176d05964d3afe98f460ffa364f366
10.1037/xap0000366,1,mixed,2022,cb02db7930176d05964d3afe98f460ffa364f366
10.1037/xge0000027,1,failed,2015,cb02db7930176d05964d3afe98f460ffa364f366
10.1037/xge0000058,1,failed,2015,cb02db7930176d05964d3afe98f460ffa364f366
10.1037/xge0000067,1,mixed,2016,cb02db7930176d05964d3afe98f460ffa364f366
10.1037/xge0000090,1,failed,2015,cb02db7930176d05964d3afe98f460ffa364f366
10.1037/xge0000124,1,failed,2016,cb02db7930176d05964d3afe98f460ffa364f366
10.1037/xge0000131,1,failed,2016,cb02db7930176d05964d3afe98f460ffa364f366
10.1037/xge0000203,1,successful,2016,cb02db7930176d05964d3afe98f460ffa364f366
10.1037/xge0000295,1,successful,2017,cb02db7930176d05964d3afe98f460ffa364f366
10.1037/xge0000353,1,failed,2018,cb02db7930176d05964d3afe98f460ffa364f366
10.1037/xge0000622,1,failed,2024,cb02db7930176d05964d3afe98f460ffa364f366
10.1037/xge0000644,1,failed,2019,cb02db7930176d05964d3afe98f460ffa364f366
10.1037/xge0000788,1,mixed,2021,cb02db7930176d05964d3afe98f460ffa364f366
10.1037/xge0000992,1,successful,2021,cb02db7930176d05964d3afe98f460ffa364f366
10.1037/xge0001333,1,failed,2023,cb02db7930176d05964d3afe98f460ffa364f366
10.1037/xge0001467,1,failed,2023,cb02db7930176d05964d3afe98f460ffa364f366
10.1037/xge0001503,1,successful,2024,cb02db7930176d05964d3afe98f460ffa364f366
10.1037/xge0001756,1,failed,2025,cb02db7930176d05964d3afe98f460ffa364f366
10.1037/xge0001886,1,mixed,2026,cb02db7930176d05964d3afe98f460ffa364f366
10.1037/xhp0000180,1,successful,2016,cb02db7930176d05964d3afe98f460ffa364f366
10.1037/xhp0000331,1,successful,2017,cb02db7930176d05964d3afe98f460ffa364f366
10.1037/xhp0000489,1,successful,2018,cb02db7930176d05964d3afe98f460ffa364f366
10.1037/xlm0000127,1,failed,2015,cb02db7930176d05964d3afe98f460ffa364f366
10.1037/xlm0000490,1,mixed,2018,cb02db7930176d05964d3afe98f460ffa364f366
10.1037/xlm0000874,1,successful,2021,cb02db7930176d05964d3afe98f460ffa364f366
10.1037/xlm0001529,1,successful,2025,cb02db7930176d05964d3afe98f460ffa364f366
10.1038/gene.2008.59,1,mixed,2008,cb02db7930176d05964d3afe98f460ffa364f366
10.1038/gene.2008.95,1,successful,2008,cb02db7930176d05964d3afe98f460ffa364f366
10.1038/jhg.2009.96,1,successful,2009,cb02db7930176d05964d3afe98f460ffa364f366
10.1038/jhg.2012.11,1,successful,2012,cb02db7930176d05964d3afe98f460ffa364f366
10.1038/jhg.2013.28,1,failed,2013,cb02db7930176d05964d3afe98f460ffa364f366
10.1038/jhg.2016.155,1,successful,2016,cb02db7930176d05964d3afe98f460ffa364f366
10.1038/jhg.2016.82,1,successful,2016,cb02db7930176d05964d3afe98f460ffa364f366
10.1038/mp.2011.155,1,mixed,2011,cb02db7930176d05964d3afe98f460ffa364f366
10.1038/s41393-020-00536-x,1,mixed,2020,cb02db7930176d05964d3afe98f460ffa364f366
10.1038/s41398-021-01366-y,1,failed,2021,cb02db7930176d05964d3afe98f460ffa364f366
10.1038/s41467-024-46936-y,1,mixed,2024,cb02db7930176d05964d3afe98f460ffa364f366
10.1038/s41467-025-62462-x,1,successful,2025,cb02db7930176d05964d3afe98f460ffa364f366
10.1038/s41562-018-0399-z,21,failed | successful,2018,cb02db7930176d05964d3afe98f460ffa364f366
10.1038/s41562-020-0822-0,1,failed,2020,cb02db7930176d05964d3afe98f460ffa364f366
10.1038/s41562-020-0823-z,1,failed,2020,cb02db7930176d05964d3afe98f460ffa364f366
10.1038/s41562-024-02062-9,26,failed | successful,2024,cb02db7930176d05964d3afe98f460ffa364f366
10.1038/s41586-019-1741-y,1,failed,2019,cb02db7930176d05964d3afe98f460ffa364f366
10.1038/s41598-018-35209-6,1,successful,2018,cb02db7930176d05964d3afe98f460ffa364f366
10.1038/s41598-020-63924-6,1,failed,2020,cb02db7930176d05964d3afe98f460ffa364f366
10.1038/s41598-021-88139-1,1,statistically successful but flawed,2021,cb02db7930176d05964d3afe98f460ffa364f366
10.1038/s41598-022-06119-5,1,failed,2022,cb02db7930176d05964d3afe98f460ffa364f366
10.1038/s41598-022-10567-4,1,successful,2022,cb02db7930176d05964d3afe98f460ffa364f366
10.1038/s41598-022-18520-1,1,failed,2022,cb02db7930176d05964d3afe98f460ffa364f366
10.1038/s41598-022-23411-6,1,mixed,2022,cb02db7930176d05964d3afe98f460ffa364f366
10.1038/s41598-023-43885-2,1,mixed,2023,cb02db7930176d05964d3afe98f460ffa364f366
10.1038/s41598-024-53427-z,1,mixed,2024,cb02db7930176d05964d3afe98f460ffa364f366
10.1038/s41598-024-63724-2,1,successful,2024,cb02db7930176d05964d3afe98f460ffa364f366
10.1038/s41598-025-10331-4,1,successful,2025,cb02db7930176d05964d3afe98f460ffa364f366
10.1038/s41598-025-12592-5,1,failed,2025,cb02db7930176d05964d3afe98f460ffa364f366
10.1038/s41598-025-25608-x,1,successful,2025,cb02db7930176d05964d3afe98f460ffa364f366
10.1038/s41598-026-44440-5,1,successful,2026,cb02db7930176d05964d3afe98f460ffa364f366
10.1038/s44271-024-00067-8,1,failed,2024,cb02db7930176d05964d3afe98f460ffa364f366
10.1038/sdata.2016.116,1,successful,2016,cb02db7930176d05964d3afe98f460ffa364f366
10.1038/sdata.2016.120,1,mixed,2017,cb02db7930176d05964d3afe98f460ffa364f366
10.1038/sdata.2016.129,1,mixed,2017,cb02db7930176d05964d3afe98f460ffa364f366
10.1038/sdata.2016.98,1,successful,2016,cb02db7930176d05964d3afe98f460ffa364f366
10.1038/sj.ejhg.5200687,1,successful,2001,cb02db7930176d05964d3afe98f460ffa364f366
10.1038/sj.ejhg.5201317,1,failed,2004,cb02db7930176d05964d3afe98f460ffa364f366
10.1038/sj.gene.6364398,1,mixed,2007,cb02db7930176d05964d3afe98f460ffa364f366
10.1038/sj.mp.4001719,1,successful,2005,cb02db7930176d05964d3afe98f460ffa364f366
10.1038/sj.npp.1300311,1,mixed,2003,cb02db7930176d05964d3afe98f460ffa364f366
10.1038/srep33166,1,successful,2016,cb02db7930176d05964d3afe98f460ffa364f366
10.1038/tpj.2008.6,1,mixed,2008,cb02db7930176d05964d3afe98f460ffa364f366
10.1038/tpj.2011.32,1,successful,2011,cb02db7930176d05964d3afe98f460ffa364f366
10.1039/c9rp00171a,1,successful,2020,cb02db7930176d05964d3afe98f460ffa364f366
10.1055/s-0030-1268438,1,failed,2010,cb02db7930176d05964d3afe98f460ffa364f366
10.1055/s-0038-1649509,1,successful,2018,cb02db7930176d05964d3afe98f460ffa364f366
10.1057/s41267-022-00532-8,1,successful,2022,cb02db7930176d05964d3afe98f460ffa364f366
10.1063/1.3680037,1,mixed,2012,cb02db7930176d05964d3afe98f460ffa364f366
10.1073/pnas.1601440113,1,failed,2016,cb02db7930176d05964d3afe98f460ffa364f366
10.1073/pnas.1708345114,1,failed,2017,cb02db7930176d05964d3afe98f460ffa364f366
10.1073/pnas.1911695117,1,failed,2020,cb02db7930176d05964d3afe98f460ffa364f366
10.1073/pnas.2103313118,17,failed | mixed | successful,2021,cb02db7930176d05964d3afe98f460ffa364f366
10.1073/pnas.2202700119,1,successful,2022,cb02db7930176d05964d3afe98f460ffa364f366
10.1073/pnas.2213824120,1,mixed,2023,cb02db7930176d05964d3afe98f460ffa364f366
10.1073/pnas.2305629120,1,failed,2023,cb02db7930176d05964d3afe98f460ffa364f366
10.1073/pnas.2402315121,1,failed,2024,cb02db7930176d05964d3afe98f460ffa364f366
10.1075/bpa.3.13goo,1,mixed,2016,cb02db7930176d05964d3afe98f460ffa364f366
10.1075/lab.23071.bra,1,mixed,2024,cb02db7930176d05964d3afe98f460ffa364f366
10.1075/lab.25048.cha,1,successful,2025,cb02db7930176d05964d3afe98f460ffa364f366
10.1075/target.18159.ola,1,successful,2019,cb02db7930176d05964d3afe98f460ffa364f366
10.1080/0003684032000056805,1,failed,2003,cb02db7930176d05964d3afe98f460ffa364f366
10.1080/0003684042000229532,2,failed,2004,cb02db7930176d05964d3afe98f460ffa364f366
10.1080/00036846.2015.1013613,1,failed,2015,cb02db7930176d05964d3afe98f460ffa364f366
10.1080/00036846.2017.1321840,1,failed,2017,cb02db7930176d05964d3afe98f460ffa364f366
10.1080/000368498324977,1,mixed,1998,cb02db7930176d05964d3afe98f460ffa364f366
10.1080/00140139.2021.1909752,1,failed,2021,cb02db7930176d05964d3afe98f460ffa364f366
10.1080/00207149008414504,1,failed,1990,cb02db7930176d05964d3afe98f460ffa364f366
10.1080/00220380802058156,1,failed,2008,cb02db7930176d05964d3afe98f460ffa364f366
10.1080/00220671.2015.1048503,1,failed,2016,cb02db7930176d05964d3afe98f460ffa364f366
10.1080/00221309.2024.2317247,1,successful,2024,cb02db7930176d05964d3afe98f460ffa364f366
10.1080/00221546.2019.1650582,1,failed,2019,cb02db7930176d05964d3afe98f460ffa364f366
10.1080/00222895.2012.746635,1,failed,2013,cb02db7930176d05964d3afe98f460ffa364f366
10.1080/00222895.2014.898608,1,successful,2014,cb02db7930176d05964d3afe98f460ffa364f366
10.1080/00223891.1973.10119882,1,successful,1973,cb02db7930176d05964d3afe98f460ffa364f366
10.1080/00223891.2018.1539004,1,successful,2019,cb02db7930176d05964d3afe98f460ffa364f366
10.1080/00223980109603712,1,successful,2001,cb02db7930176d05964d3afe98f460ffa364f366
10.1080/00224545.2012.706242,1,mixed,2013,cb02db7930176d05964d3afe98f460ffa364f366
10.1080/00224545.2017.1331991,1,mixed,2017,cb02db7930176d05964d3afe98f460ffa364f366
10.1080/00224545.2025.2482014,1,mixed,2025,cb02db7930176d05964d3afe98f460ffa364f366
10.1080/00330124.2012.681509,1,failed,2013,cb02db7930176d05964d3afe98f460ffa364f366
10.1080/00913367.2015.1085819,1,successful,2015,cb02db7930176d05964d3afe98f460ffa364f366
10.1080/00913367.2015.1088809,1,mixed,2015,cb02db7930176d05964d3afe98f460ffa364f366
10.1080/00913367.2015.1089426,1,successful,2015,cb02db7930176d05964d3afe98f460ffa364f366
10.1080/00913367.2015.1093438,1,failed,2015,cb02db7930176d05964d3afe98f460ffa364f366
10.1080/01434632.2020.1730861,1,failed,2020,cb02db7930176d05964d3afe98f460ffa364f366
10.1080/01443410.2013.812615,1,successful,2013,cb02db7930176d05964d3afe98f460ffa364f366
10.1080/01443410.2025.2477181,1,successful,2025,cb02db7930176d05964d3afe98f460ffa364f366
10.1080/0144341860060206,1,successful,1986,cb02db7930176d05964d3afe98f460ffa364f366
10.1080/0163853x.2024.2339738,1,successful,2024,cb02db7930176d05964d3afe98f460ffa364f366
10.1080/01973533.2013.856792,1,failed,2014,cb02db7930176d05964d3afe98f460ffa364f366
10.1080/01973533.2016.1256287,1,successful,2016,cb02db7930176d05964d3afe98f460ffa364f366
10.1080/01973533.2020.1806845,1,failed,2020,cb02db7930176d05964d3afe98f460ffa364f366
10.1080/02607476.2019.1674563,1,failed,2019,cb02db7930176d05964d3afe98f460ffa364f366
10.1080/02619768.2014.882308,1,successful,2014,cb02db7930176d05964d3afe98f460ffa364f366
10.1080/02671522.2019.1678062,1,successful,2019,cb02db7930176d05964d3afe98f460ffa364f366
10.1080/02673843.2025.2587284,1,successful,2025,cb02db7930176d05964d3afe98f460ffa364f366
10.1080/02687038.2010.536841,1,mixed,2011,cb02db7930176d05964d3afe98f460ffa364f366
10.1080/02699206.2018.1504989,1,failed,2018,cb02db7930176d05964d3afe98f460ffa364f366
10.1080/02699931.2015.1136270,1,failed,2016,cb02db7930176d05964d3afe98f460ffa364f366
10.1080/02699931.2017.1279591,1,failed,2017,cb02db7930176d05964d3afe98f460ffa364f366
10.1080/02699931.2017.1292217,1,failed,2017,cb02db7930176d05964d3afe98f460ffa364f366
10.1080/02699931.2018.1429389,1,failed,2018,cb02db7930176d05964d3afe98f460ffa364f366
10.1080/02699931.2018.1504747,1,successful,2018,cb02db7930176d05964d3afe98f460ffa364f366
10.1080/02699931.2018.1541312,1,mixed,2018,cb02db7930176d05964d3afe98f460ffa364f366
10.1080/02699931.2019.1710110,1,successful,2020,cb02db7930176d05964d3afe98f460ffa364f366
10.1080/02699931.2020.1863187,1,successful,2020,cb02db7930176d05964d3afe98f460ffa364f366
10.1080/02699931.2021.1891863,1,successful,2021,cb02db7930176d05964d3afe98f460ffa364f366
10.1080/02699931.2024.2434156,1,successful,2024,cb02db7930176d05964d3afe98f460ffa364f366
10.1080/02702711.2017.1344165,1,successful,2017,cb02db7930176d05964d3afe98f460ffa364f366
10.1080/02702711.2020.1768976,1,failed,2020,cb02db7930176d05964d3afe98f460ffa364f366
10.1080/03004430.2014.1003554,1,successful,2015,cb02db7930176d05964d3afe98f460ffa364f366
10.1080/03124070008414314,1,failed,2000,cb02db7930176d05964d3afe98f460ffa364f366
10.1080/07351690.2025.2609523,1,mixed,2026,cb02db7930176d05964d3afe98f460ffa364f366
10.1080/07421656.2012.680047,1,successful,2012,cb02db7930176d05964d3afe98f460ffa364f366
10.1080/08870446.2013.841911,1,successful,2013,cb02db7930176d05964d3afe98f460ffa364f366
10.1080/08993408.2022.2071543,1,successful,2022,cb02db7930176d05964d3afe98f460ffa364f366
10.1080/08993408.2022.2079864,1,successful,2022,cb02db7930176d05964d3afe98f460ffa364f366
10.1080/08993408.2022.2079866,1,mixed,2022,cb02db7930176d05964d3afe98f460ffa364f366
10.1080/09084282.2011.595455,1,successful,2011,cb02db7930176d05964d3afe98f460ffa364f366
10.1080/09362835.2016.1238379,1,failed,2016,cb02db7930176d05964d3afe98f460ffa364f366
10.1080/09515089.2013.878834,1,failed,2014,cb02db7930176d05964d3afe98f460ffa364f366
10.1080/09515089.2014.893288,1,failed,2014,cb02db7930176d05964d3afe98f460ffa364f366
10.1080/09515089.2019.1587912,1,mixed,2019,cb02db7930176d05964d3afe98f460ffa364f366
10.1080/09585190802324304,1,successful,2008,cb02db7930176d05964d3afe98f460ffa364f366
10.1080/09658211.2011.590505,1,mixed,2011,cb02db7930176d05964d3afe98f460ffa364f366
10.1080/09658211.2023.2198327,1,successful,2023,cb02db7930176d05964d3afe98f460ffa364f366
10.1080/09658416.2021.1894162,1,mixed,2021,cb02db7930176d05964d3afe98f460ffa364f366
10.1080/09720510.2020.1848040,1,successful,2021,cb02db7930176d05964d3afe98f460ffa364f366
10.1080/10253890.2016.1219718,1,successful,2016,cb02db7930176d05964d3afe98f460ffa364f366
10.1080/10400419.2011.621859,1,mixed,2011,cb02db7930176d05964d3afe98f460ffa364f366
10.1080/10400419.2020.1821552,1,mixed,2020,cb02db7930176d05964d3afe98f460ffa364f366
10.1080/10409289.2018.1475202,1,successful,2018,cb02db7930176d05964d3afe98f460ffa364f366
10.1080/10410236.2016.1140268,1,mixed,2016,cb02db7930176d05964d3afe98f460ffa364f366
10.1080/10447318.2026.2645767,1,successful,2026,cb02db7930176d05964d3afe98f460ffa364f366
10.1080/10503307.2011.598580,1,successful,2011,cb02db7930176d05964d3afe98f460ffa364f366
10.1080/10503307.2020.1757175,1,successful,2020,cb02db7930176d05964d3afe98f460ffa364f366
10.1080/10508619.2013.735493,1,successful,2013,cb02db7930176d05964d3afe98f460ffa364f366
10.1080/10508619.2019.1568142,1,successful,2019,cb02db7930176d05964d3afe98f460ffa364f366
10.1080/10508619.2020.1774205,1,failed,2020,cb02db7930176d05964d3afe98f460ffa364f366
10.1080/10510974.2018.1464043,1,mixed,2018,cb02db7930176d05964d3afe98f460ffa364f366
10.1080/10510974.2018.1464937,1,mixed,2018,cb02db7930176d05964d3afe98f460ffa364f366
10.1080/10510974.2018.1466718,3,successful,2018,cb02db7930176d05964d3afe98f460ffa364f366
10.1080/10510974.2018.1466719,1,failed,2018,cb02db7930176d05964d3afe98f460ffa364f366
10.1080/10510974.2018.1467941,1,failed,2018,cb02db7930176d05964d3afe98f460ffa364f366
10.1080/10573569.2020.1860841,1,failed,2021,cb02db7930176d05964d3afe98f460ffa364f366
10.1080/10584609.2014.914612,1,mixed,2015,cb02db7930176d05964d3afe98f460ffa364f366
10.1080/10584609809342367,1,successful,1998,cb02db7930176d05964d3afe98f460ffa364f366
10.1080/10615806.2020.1763140,1,successful,2020,cb02db7930176d05964d3afe98f460ffa364f366
10.1080/10615806.2026.2658018,1,mixed,2026,cb02db7930176d05964d3afe98f460ffa364f366
10.1080/10668926.2016.1179606,1,successful,2016,cb02db7930176d05964d3afe98f460ffa364f366
10.1080/10683160903273188,1,failed,2011,cb02db7930176d05964d3afe98f460ffa364f366
10.1080/10803548.2013.11076973,1,mixed,2013,cb02db7930176d05964d3afe98f460ffa364f366
10.1080/10803548.2022.2156095,1,failed,2023,cb02db7930176d05964d3afe98f460ffa364f366
10.1080/10810730.2025.2588698,1,successful,2025,cb02db7930176d05964d3afe98f460ffa364f366
10.1080/10826084.2016.1267222,2,failed,2017,cb02db7930176d05964d3afe98f460ffa364f366
10.1080/10862967409547090,1,successful,1974,cb02db7930176d05964d3afe98f460ffa364f366
10.1080/10926771.2022.2038753,1,successful,2022,cb02db7930176d05964d3afe98f460ffa364f366
10.1080/10986065.2020.1818467,1,successful,2020,cb02db7930176d05964d3afe98f460ffa364f366
10.1080/13504851.2011.564125,1,mixed,2012,cb02db7930176d05964d3afe98f460ffa364f366
10.1080/13506285.2024.2343157,1,failed,2023,cb02db7930176d05964d3afe98f460ffa364f366
10.1080/13552600903395319,1,mixed,2010,cb02db7930176d05964d3afe98f460ffa364f366
10.1080/13561820.2016.1233096,1,successful,2016,cb02db7930176d05964d3afe98f460ffa364f366
10.1080/1357650x.2015.1016530,1,successful,2015,cb02db7930176d05964d3afe98f460ffa364f366
10.1080/13669877.2023.2249909,1,failed,2023,cb02db7930176d05964d3afe98f460ffa364f366
10.1080/1368282031000062882,1,successful,2003,cb02db7930176d05964d3afe98f460ffa364f366
10.1080/13698249.2012.679497,1,failed,2012,cb02db7930176d05964d3afe98f460ffa364f366
10.1080/13803611.2021.2022319,1,failed,2022,cb02db7930176d05964d3afe98f460ffa364f366
10.1080/14459795.2022.2133906,1,successful,2022,cb02db7930176d05964d3afe98f460ffa364f366
10.1080/14459795.2022.2135227,1,mixed,2022,cb02db7930176d05964d3afe98f460ffa364f366
10.1080/146324400363491,1,mixed,2000,cb02db7930176d05964d3afe98f460ffa364f366
10.1080/14640746908400204,1,failed,1969,cb02db7930176d05964d3afe98f460ffa364f366
10.1080/14719037.2016.1195009,1,failed,2016,cb02db7930176d05964d3afe98f460ffa364f366
10.1080/14719037.2017.1282000,1,mixed,2017,cb02db7930176d05964d3afe98f460ffa364f366
10.1080/15140326.2022.2163580,1,mixed,2023,cb02db7930176d05964d3afe98f460ffa364f366
10.1080/15248372.2017.1346658,1,mixed,2017,cb02db7930176d05964d3afe98f460ffa364f366
10.1080/15248372.2018.1544140,1,failed,2018,cb02db7930176d05964d3afe98f460ffa364f366
10.1080/15248372.2019.1604525,1,successful,2019,cb02db7930176d05964d3afe98f460ffa364f366
10.1080/15332969.2014.916148,1,mixed,2014,cb02db7930176d05964d3afe98f460ffa364f366
10.1080/15475441.2014.979387,1,successful,2014,cb02db7930176d05964d3afe98f460ffa364f366
10.1080/15534510.2019.1669488,1,failed,2019,cb02db7930176d05964d3afe98f460ffa364f366
10.1080/15534510.2019.1710248,1,failed,2019,cb02db7930176d05964d3afe98f460ffa364f366
10.1080/15614263.2022.2102494,2,descriptive only,2022,cb02db7930176d05964d3afe98f460ffa364f366
10.1080/15614263.2023.2185241,1,failed,2023,cb02db7930176d05964d3afe98f460ffa364f366
10.1080/1612197x.2016.1199580,1,successful,2016,cb02db7930176d05964d3afe98f460ffa364f366
10.1080/16506073.2014.990050,1,successful,2014,cb02db7930176d05964d3afe98f460ffa364f366
10.1080/16506073.2015.1015163,1,successful,2015,cb02db7930176d05964d3afe98f460ffa364f366
10.1080/16506073.2025.2465760,1,successful,2025,cb02db7930176d05964d3afe98f460ffa364f366
10.1080/17461391.2020.1781265,1,failed,2020,cb02db7930176d05964d3afe98f460ffa364f366
10.1080/17470210903377380,1,mixed,2010,cb02db7930176d05964d3afe98f460ffa364f366
10.1080/17470218.2016.1233439,1,failed,2017,cb02db7930176d05964d3afe98f460ffa364f366
10.1080/17470218.2016.1237980,1,failed,2017,cb02db7930176d05964d3afe98f460ffa364f366
10.1080/17524032.2020.1777181,1,mixed,2020,cb02db7930176d05964d3afe98f460ffa364f366
10.1080/19345747.2012.706694,1,successful,2013,cb02db7930176d05964d3afe98f460ffa364f366
10.1080/19345747.2023.2287615,1,successful,2024,cb02db7930176d05964d3afe98f460ffa364f366
10.1080/19345747.2024.2333734,1,successful,2024,cb02db7930176d05964d3afe98f460ffa364f366
10.1080/20008198.2017.1315291,1,failed,2017,cb02db7930176d05964d3afe98f460ffa364f366
10.1080/20008198.2019.1705599,1,failed,2020,cb02db7930176d05964d3afe98f460ffa364f366
10.1080/20008198.2021.1930703,1,successful,2021,cb02db7930176d05964d3afe98f460ffa364f366
10.1080/20445911.2020.1805453,1,successful,2020,cb02db7930176d05964d3afe98f460ffa364f366
10.1080/20445911.2023.2245112,1,failed,2023,cb02db7930176d05964d3afe98f460ffa364f366
10.1080/20445911.2026.2657818,1,failed,2026,cb02db7930176d05964d3afe98f460ffa364f366
10.1080/21606544.2021.1966516,1,failed,2021,cb02db7930176d05964d3afe98f460ffa364f366
10.1080/22243534.2015.11828344,1,mixed,2015,cb02db7930176d05964d3afe98f460ffa364f366
10.1080/23251042.2021.1975350,1,successful,2021,cb02db7930176d05964d3afe98f460ffa364f366
10.1080/23273798.2016.1197954,1,successful,2016,cb02db7930176d05964d3afe98f460ffa364f366
10.1080/23273798.2016.1242761,1,failed,2016,cb02db7930176d05964d3afe98f460ffa364f366
10.1080/23273798.2018.1524500,1,failed,2018,cb02db7930176d05964d3afe98f460ffa364f366
10.1080/23273798.2024.2337948,1,successful,2024,cb02db7930176d05964d3afe98f460ffa364f366
10.1080/23273798.2026.2618581,1,successful,2026,cb02db7930176d05964d3afe98f460ffa364f366
10.1080/23279095.2015.1055564,1,successful,2015,cb02db7930176d05964d3afe98f460ffa364f366
10.1080/23279095.2021.1917411,1,successful,2021,cb02db7930176d05964d3afe98f460ffa364f366
10.1080/2330443x.2016.1277966,1,mixed,2017,cb02db7930176d05964d3afe98f460ffa364f366
10.1080/23743603.2016.1248080,1,failed,2017,cb02db7930176d05964d3afe98f460ffa364f366
10.1080/23743603.2016.1248081,1,failed,2016,cb02db7930176d05964d3afe98f460ffa364f366
10.1080/23743603.2019.1684821,1,failed,2018,cb02db7930176d05964d3afe98f460ffa364f366
10.1080/23743603.2021.1878340,1,uninformative,2020,cb02db7930176d05964d3afe98f460ffa364f366
10.1080/25742442.2021.1896908,1,successful,2020,cb02db7930176d05964d3afe98f460ffa364f366
10.1080/27691616.2026.2652951,1,mixed,2026,cb02db7930176d05964d3afe98f460ffa364f366
10.1080/713755986,1,failed,2001,cb02db7930176d05964d3afe98f460ffa364f366
10.1086/260573,1,mixed,1977,cb02db7930176d05964d3afe98f460ffa364f366
10.1086/269255,1,successful,1991,cb02db7930176d05964d3afe98f460ffa364f366
10.1086/599622,1,successful,2010,cb02db7930176d05964d3afe98f460ffa364f366
10.1086/686223,1,successful,2016,cb02db7930176d05964d3afe98f460ffa364f366
10.1086/695137,1,successful,2018,cb02db7930176d05964d3afe98f460ffa364f366
10.1086/698818,1,successful,2018,cb02db7930176d05964d3afe98f460ffa364f366
10.1086/714812,1,mixed,2022,cb02db7930176d05964d3afe98f460ffa364f366
10.1089/cap.2024.0078,1,successful,2024,cb02db7930176d05964d3afe98f460ffa364f366
10.1089/eco.2020.0012,1,successful,2020,cb02db7930176d05964d3afe98f460ffa364f366
10.1093/alcalc/agaa009,1,failed,2020,cb02db7930176d05964d3afe98f460ffa364f366
10.1093/alcalc/agag013,1,successful,2026,cb02db7930176d05964d3afe98f460ffa364f366
10.1093/applin/amae042,1,failed,2024,cb02db7930176d05964d3afe98f460ffa364f366
10.1093/carcin/bgw047,1,successful,2016,cb02db7930176d05964d3afe98f460ffa364f366
10.1093/cercor/bhaa282,1,successful,2020,cb02db7930176d05964d3afe98f460ffa364f366
10.1093/chidev/aacaf052,1,failed,2026,cb02db7930176d05964d3afe98f460ffa364f366
10.1093/geroni/igaf122.4186,1,mixed,2025,cb02db7930176d05964d3afe98f460ffa364f366
10.1093/hcr/hqab013,1,failed,2021,cb02db7930176d05964d3afe98f460ffa364f366
10.1093/hcr/hqab019,1,successful,2021,cb02db7930176d05964d3afe98f460ffa364f366
10.1093/hcr/hqae016,1,failed,2024,cb02db7930176d05964d3afe98f460ffa364f366
10.1093/her/cyt088,1,successful,2013,cb02db7930176d05964d3afe98f460ffa364f366
10.1093/jae/ejad013,1,successful,2023,cb02db7930176d05964d3afe98f460ffa364f366
10.1093/jbmrpl/ziae082,1,failed,2024,cb02db7930176d05964d3afe98f460ffa364f366
10.1093/jos/ffaa001,1,mixed,2020,cb02db7930176d05964d3afe98f460ffa364f366
10.1093/milmed/usad274,1,successful,2023,cb02db7930176d05964d3afe98f460ffa364f366
10.1093/nc/niaf046,1,mixed,2026,cb02db7930176d05964d3afe98f460ffa364f366
10.1093/nc/niw002,1,successful,2016,cb02db7930176d05964d3afe98f460ffa364f366
10.1093/ntr/ntaa229,1,failed,2020,cb02db7930176d05964d3afe98f460ffa364f366
10.1093/pnasnexus/pgad091,1,successful,2023,cb02db7930176d05964d3afe98f460ffa364f366
10.1093/pnasnexus/pgaf327,1,successful,2025,cb02db7930176d05964d3afe98f460ffa364f366
10.1093/police/paz066,1,mixed,2019,cb02db7930176d05964d3afe98f460ffa364f366
10.1093/poq/nfab031,1,failed,2021,cb02db7930176d05964d3afe98f460ffa364f366
10.1093/qopen/qoag020,1,successful,2026,cb02db7930176d05964d3afe98f460ffa364f366
10.1093/scan/nsaa107,1,successful,2020,cb02db7930176d05964d3afe98f460ffa364f366
10.1093/scan/nsx012,1,successful,2017,cb02db7930176d05964d3afe98f460ffa364f366
10.1093/scan/nsy030,1,successful,2018,cb02db7930176d05964d3afe98f460ffa364f366
