;doi_o;abstract;title
493;10.1111/j.1540-5907.2006.00220.x;"Many scholars claim that democracy improves the welfare of the poor. This article uses data on infant and child mortality to challenge this claim. Cross‐national studies tend to exclude from their samples nondemocratic states that have performed well; this leads to the mistaken inference that nondemocracies have worse records than democracies. Once these and other flaws are corrected, democracy has little or no effect on infant and child mortality rates. Democracies spend more money on education and health than nondemocracies, but these benefits seem to accrue to middle‐ and upper‐income groups.";Is Democracy Good for the Poor?
494;10.1111/j.1540-5907.2011.00567.x;In the ongoing debate concerning whether democracies can carry out effective national security policy, the role of transparency costs has received little attention. I argue for a more nuanced understanding of how some democracies that possess specific investigative institutions, such as national security–relevant freedom of information laws, legislative oversight powers, and press freedoms, are able to avoid the problems of which democracy skeptics warn. Using a new dataset on national security accountability institutions in democracies within a Bradley‐Terry framework, I find that national security oversight mechanisms raise the probability that a democracy wins international disputes as well as increasing the expected number of enemy casualties, as compared to democracies that lack effective oversight. Contra previous theories of foreign policy efficacy, I find that the chances for democratic foreign policy success are maximized when competitive elections are linked to institutions that increase the retrospective revelation of previously classified information.;A Boom with Review: How Retrospective Oversight Increases the Foreign Policy Ability of Democracies
495;10.1111/j.1540-5907.2012.00628.x;When and why will states adopt more (or less) cooperative bargaining strategies? Standard answers to this question focus on the role of state power. Other scholars highlight socialization effects. I argue that in most international negotiations, the institutional bargaining structure will mitigate the effects of power and socialization, and drive state bargaining behavior. Factors highlighted by formal models of international bargaining should therefore best explain the variation in the strategies states adopt. I introduce empirical measures of these abstract concepts, and test their effects against those of power and socialization using an original dataset of state bargaining strategies in the European Union (EU). The results show that structural factors best explain variation in the EU states’ bargaining strategies. I conclude by highlighting the conditions under which these effects should explain state bargaining behavior in other international negotiations, and discuss the implications of this argument for the study of international bargaining.;The Effects of Structures and Power on State Bargaining Strategies
496;10.1111/j.1540-6261.1997.tb03808.x;ABSTRACT Using a sample free of survivor bias, I demonstrate that common factors in stock returns and investment expenses almost completely explain persistence in equity mutual funds' mean and risk‐adjusted returns. Hendricks, Patel and Zeckhauser's (1993) “hot hands” result is mostly driven by the one‐year momentum effect of Jegadeesh and Titman (1993) , but individual funds do not earn higher returns from following the momentum strategy in stocks. The only significant persistence not explained is concentrated in strong underperformance by the worst‐return mutual funds. The results do not support the existence of skilled or informed mutual fund portfolio managers.;On Persistence in Mutual Fund Performance
497;10.1111/j.1540-6261.2008.01433.x;ABSTRACT In response to corporate scandals in 2001 and 2002, major U.S. stock exchanges issued new board requirements to enhance board oversight. We find a significant decrease in CEO compensation for firms that were more affected by these requirements, compared with firms that were less affected, taking into account unobservable firm effects, time‐varying industry effects, size, and performance. The decrease in compensation is particularly pronounced in the subset of affected firms with no outside blockholder on the board and in affected firms with low concentration of institutional investors. Our results suggest that the new board requirements affected CEO compensation decisions.;CEO Compensation and Board Structure
498;10.1111/j.1540-6261.2011.01665.x;ABSTRACT American options on the S&P 500 index futures that violate the stochastic dominance bounds of Constantinides and Perrakis (2009) from 1983 to 2006 are identified as potentially profitable trades. Call bid prices more frequently violate their upper bound than put bid prices do, while violations of the lower bounds by ask prices are infrequent. In out‐of‐sample tests of stochastic dominance, the writing of options that violate the upper bound increases the expected utility of any risk‐averse investor holding the market and cash, net of transaction costs and bid‐ask spreads. The results are economically significant and robust.;Are Options on Index Futures Profitable for Risk‐Averse Investors? Empirical Evidence
499;10.1111/j.1551-6709.2011.01210.x;While there is much evidence for the influence of automatic emotional responses on moral judgment, the roles of reflection and reasoning remain uncertain. In Experiment 1, we induced subjects to be more reflective by completing the Cognitive Reflection Test (CRT) prior to responding to moral dilemmas. This manipulation increased utilitarian responding, as individuals who reflected more on the CRT made more utilitarian judgments. A follow-up study suggested that trait reflectiveness is also associated with increased utilitarian judgment. In Experiment 2, subjects considered a scenario involving incest between consenting adult siblings, a scenario known for eliciting emotionally driven condemnation that resists reasoned persuasion. Here, we manipulated two factors related to moral reasoning: argument strength and deliberation time. These factors interacted in a manner consistent with moral reasoning: A strong argument defending the incestuous behavior was more persuasive than a weak argument, but only when increased deliberation time encouraged subjects to reflect.;Reflection and Reasoning in Moral Judgment
500;10.1111/j.1559-1816.1982.tb00855.x;The personal space afforded to a disfigured or nondisfigured confederate by 450 pedestrians in a busy street was measured. In Condition 1, the confederate had a birthmark under the right eye (permanent disfigurement). In Condition 2, this was replaced by trauma scarring and bruising (temporary disfigurement). In the third condition, the confederate was “normal” (i.e., no disfigurement). It was found that subjects stood further away from the confederate in the disfigured conditions than in the no disfigurement condition. More specifically, pedestrians arriving first in each trial stood an average distance of 100 cms from the confederate in the birthmark condition, 78 cms in the trauma condition, and 56 cms when the confederate was not disfigured. In addition, subjects chose significantly more often to stand to the left (nondisfigured) side of the confederate in the birthmark and trauma conditions than they did in the normal condition. Those subjects who chose to stand on the right (disfigured) side of the confederate, stood further away from those subjects standing on the nondisfigured side. The implications of the results are discussed in terms of the possible psychological problems associated with facial disfigurement.;The Effect of Facial Disfigurement on the Proxemic Behavior of the General Public 1
501;10.1111/j.1559-1816.1999.tb00142.x;The present studies were designed to test whether people are “polite” to computers. Among people, an interviewer who directly asks about him‐ or herself will receive more positive and less varied responses than if the same question is posed by a third party. Two studies were designed to determine if the same phenomenon occurs in human–computer interaction. In the first study (N= 30), participants performed a task with a text‐based computer and were then interviewed about the performance of that computer on 1 of 3 loci: (a) the same computer, (b) a paper‐and‐pencil questionnaire, or (c) a different (but identical) text‐based computer. Consistent with the politeness prediction, same‐computer participants evaluated the computer more positively and more homogeneously than did either paper‐and‐pencil or different‐computer participants. Study 2 (N= 30) replicated the results with voice‐based computers. Implications for computer‐based interviewing are discussed.;Are People Polite to Computers? Responses to Computer‐Based Interviewing Systems1
502;10.1111/j.1745-6916.2006.00007.x;We present a theory about human thought named the unconscious-thought theory (UTT). The theory is applicable to decision making, impression formation, attitude formation and change, problem solving, and creativity. It distinguishes between two modes of thought: unconscious and conscious. Unconscious thought and conscious thought have different characteristics, and these different characteristics make each mode preferable under different circumstances. For instance, contrary to popular belief, decisions about simple issues can be better tackled by conscious thought, whereas decisions about complex matters can be better approached with unconscious thought. The relations between the theory and decision strategies, and between the theory and intuition, are discussed. We end by discussing caveats and future directions.;A Theory of Unconscious Thought
503;10.1111/j.1933-1592.2006.tb00603.x;Incompatibilists believe free will is impossible if determinism is true, and they often claim that this view is supported by ordinary intuitions. We challenge the claim that incompatibilism is intuitive to most laypersons and discuss the significance of this challenge to the free will debate. After explaining why incompatibilists should want their view to accord with pretheoretical intuitions, we suggest that determining whether incompatibilism is in fact intuitive calls for empirical testing. We then present the results of our studies, which put significant pressure on the claim that incompatibilism is intuitive. Finally, we consider and respond to several potential objections to our approach.;Is Incompatibilism Intuitive?
504;10.1111/j.1933-1592.2007.00118.x;A growing body of empirical literature challenges philosophers’ reliance on intuitions as evidence based on the fact that intuitions vary according to factors such as cultural and educational background, and socio‐economic status. Our research extends this challenge, investigating Lehrer’s appeal to the Truetemp Case as evidence against reliabilism. We found that intuitions in response to this case vary according to whether, and which, other thought‐experiments are considered first. Our results show that compared to subjects who receive the Truetemp Case first, subjects first presented with a clear case of knowledge are less willing to attribute knowledge in the Truetemp Case, and subjects first presented with a clear case of non‐knowledge are more willing to attribute knowledge in the Truetemp Case. We contend that this instability undermines the supposed evidential status of these intuitions, such that philosophers who deal in intuitions can no longer rest comfortably in their armchairs.;The Instability of Philosophical Intuitions: Running Hot and Cold on Truetemp
505;10.1111/j.2044-8295.1975.tb01468.x;In a free recall experiment, divers learnt lists of words in two natural environments: on dry land and underwater, and recalled the words in either the environment of original learning, or in the alternative environment. Lists learnt underwater were best recalled underwater, and vice versa. A subsequent experiment shows that the disruption of moving from one environment to the other was unlikely to be responsible for context‐dependent memory.;CONTEXT‐DEPENDENT MEMORY IN TWO NATURAL ENVIRONMENTS: ON LAND AND UNDERWATER
506;10.1111/j.2047-2927.2012.00013.x;"The ratio of second to fourth digit length (2D:4D) is a correlate of prenatal testosterone. High 2D:4D is associated with low prenatal testosterone, and reduced sensitivity to testosterone. Klinefelter's syndrome (KS; 47 XXY) affects the endocrine system, such that low testosterone levels are found in KS foetuses, new-borns and adults. To date, there are no published data regarding the pattern of 2D:4D in KS males. Here we consider 2D:4D in KS individuals (n = 51), their relatives (16 fathers and 15 mothers) and an unaffected control sample of 153 men and 153 women. Adult KS individuals were taller than their fathers and had shorter fingers than fathers and male controls. Compared with fathers, male controls and mothers, KS males had shorter fingers relative to height. With regard to 2D:4D, KS individuals had higher 2D:4D than fathers (right and left hands), male controls (right and left hands) and mothers (left hands). Among KS males older than 13 years there were 34 individuals currently prescribed testosterone and nine not prescribed. In comparison to the former, the latter individuals had higher right 2D:4D and higher right-left 2D:4D. We conclude that KS males have mean 2D:4D values similar to those found in female population norms. In addition, testosterone supplementation in KS males may be most common for individuals with low right 2D:4D.";Digit ratio (2D:4D) in Klinefelter's syndrome
507;10.1111/jcpp.12093;BACKGROUND: Longitudinal research has demonstrated that individual differences in attachment security show only modest continuity from infancy to adulthood. Recent findings based on retrospective reports suggest that individuals' genetic variation may moderate the developmental associations between early attachment-relevant relationship experiences and adult attachment security. The purpose of this study was to use a prospective, longitudinal design to investigate genetic contributions to continuity and changes in attachment security from infancy to young adulthood in a higher risk sample. METHODS: Infant attachment security was assessed using the Strange Situation Procedure at 12 and 18 months. Adults' general attachment representations were assessed using the Adult Attachment Interview at ages 19 and 26. Romantic attachment representations were assessed with the Current Relationship Interview (CRI) at ages 20-21 and ages 26-28. Individuals were genotyped for variants within the oxytocin receptor (OXTR), dopamine D4 receptor (DRD4), and serotonin transporter linked polymorphic region (5-HTTLPR). RESULTS: The continuity of attachment security from infancy into young adulthood was consistently moderated by OXTR genetic variation. Infant attachment security predicted the security of adults' general and romantic attachment representations only for individuals with the OXTR G/G genotype. This interaction was significant when predicting adult attachment security as measured by the Adult Attachment Interview at ages 19 and 26 and the CRI at ages 26-28. Dopamine D4 receptor and 5-HTTLPR genetic variation did not consistently moderate the longitudinal associations between attachment security during infancy and adulthood. CONCLUSIONS: This study provides initial longitudinal evidence for genetic contributions to continuity and change in attachment security from infancy to young adulthood. Genetic variation related to the oxytocin system may moderate the stability of attachment security across development.;Genetic contributions to continuity and change in attachment security: a prospective, longitudinal investigation from infancy to young adulthood
508;10.1111/jofi.12698;ABSTRACT Many natural competitors are jointly held by a small set of large institutional investors. In the U.S. airline industry, taking common ownership into account implies increases in market concentration that are 10 times larger than what is “presumed likely to enhance market power” by antitrust authorities. Within‐route changes in common ownership concentration robustly correlate with route‐level changes in ticket prices, even when we only use variation in ownership due to the combination of two large asset managers. We conclude that a hidden social cost—reduced product market competition—accompanies the private benefits of diversification and good governance.;Anticompetitive Effects of Common Ownership
509;10.1111/jofi.12868;ABSTRACT We study risk management in financial institutions using data on hedging of interest rate and foreign exchange risk. We find strong evidence that institutions with higher net worth hedge more, controlling for risk exposures, across institutions and within institutions over time. For identification, we exploit net worth shocks resulting from loan losses due to declines in house prices. Institutions that sustain such shocks reduce hedging significantly relative to otherwise‐similar institutions. The reduction in hedging is differentially larger among institutions with high real estate exposure. The evidence is consistent with the theory that financial constraints impede both financing and hedging.;Retracted: Risk Management in Financial Institutions
510;10.1111/jpr.12125;We examined how impression (such as safety, pleasantness, and impact), as well as emotional arousal and valence, evoked by viewing a picture affects temporal resolution of visual processing and perceived picture duration. In the first experiment as an index of temporal resolution of visual processing, we measured the noticeable duration of a monochrome picture after presenting a color picture. In the second experiment, we measured the duration of the picture presentation, which was equivalent to the duration of the presentation of a gray rectangle that should not evoke specifically safe or pleasant impressions. We found that the minimum duration in which an observer could notice a monochrome image in viewing a dangerous picture was shorter than that in viewing safe pictures. We also found that observers overestimated the duration of the picture presentation in viewing dangerous pictures. However, there was no significant correlation between the results of the two experiments. These results suggest that the basis for improvement of the temporal resolution in visual processing differs from that for the elongation of the perceived duration.;Emotions Evoked by Viewing Pictures may Affect Temporal Aspects of Visual Processing
511;10.1111/lang.12140;Abstract This study reports on the second phase of a large‐scale stratified survey in China, examining the role of vision and imagery in the learners’ motivation to learn English as a foreign language. Understanding visualization has been a featured area of recent developments in second language (L2) motivation theory, and this study is the first to offer a broad overview of the extent to which the capacity of vision contributes to the overall motivational setup of a whole language learning community. Besides surveying several imagery‐related variables in an extensive sample of Chinese secondary school and university students (N > 10,000) by comparing male and female Chinese L2 learners’ (often different) motivational dispositions with and without any prior visualization experience, the study also explores the visionary trajectories of learners who reported positive and negative changes in their imagery capacity over time, thereby examining the impact of the change in vision on motivational development. Open Practices This article has been awarded an Open Materials badge. All materials are publicly accessible in the IRIS digital repository at http://www.iris‐database.org . Learn more about the Open Practices badges from the Center for Open Science: https://osf.io/tvyxz/wiki;Motivation, Vision, and Gender: A Survey of Learners of English in China
512;10.1111/nyas.13637;Recently, there has been an increase in the number of human neuroimaging studies seeking to predict behavior above and beyond traditional measurements such as self-report. This trend has been particularly notable in the area of food consumption, as the percentage of people categorized as overweight or obese continues to rise. In this review, we argue that there is considerable utility in this form of health neuroscience, modeling the neural bases of eating behavior and dietary change in healthy community populations. Further, we propose a model and accompanying evidence indicating that several basic processes underlying eating behavior, particularly reactivity, regulation, and valuation, can be predictive of behavior change. We also discuss future directions for this work.;Neural predictors of eating behavior and dietary change
513;10.1111/obes.12084;Abstract We investigate transitions between unemployment, low‐paid employment and higher‐paid employment using dynamic panel data methods applied to household panel data. We find state dependence in both unemployment and low‐paid employment and evidence of a low‐pay no‐pay cycle. However, we also find significant differences in effects across population subgroups. Typically, the young and better‐educated face lower penalties from unemployment and low‐paid employment. Further, low‐paid employment is preferable to unemployment for women regardless of their demographic characteristics, but for men who have only completed secondary schooling, low‐paid employment actually decreases the chances of entering higher‐paid employment by more than does unemployment.;The Low‐Pay No‐Pay Cycle: Are There Systematic Differences across Demographic Groups?
514;10.1111/pala.12283;Abstract A Fourier analysis of the magnitudes and timing of the Phanerozoic mass extinctions (MEs) demonstrates that many of the periodicities claimed in other analyses are not statistically significant. Moreover we show that the periodicities associated with oscillations of the Solar System about the galactic plane are too irregular to give narrow peaks in the Fourier periodograms. This leads us to conclude that, apart from possibly a small number of major events, astronomical causes for MEs can largely be ruled out.;Mass extinctions over the last 500 myr: an astronomical cause?
515;10.1111/puar.12401;Abstract Relying on the theory of representative bureaucracy—specifically, the notion of symbolic representation—this article examines whether varying the number of female public officials overseeing a local recycling program influences citizens’ (especially women's) willingness to cooperate with the government by recycling, thus coproducing important policy outcomes. Using a survey experiment in which the first names of public officials are manipulated, the authors find a clear pattern of increasing willingness on the part of women to coproduce when female names are more represented in the agency responsible for recycling, particularly with respect to the more difficult task of composting food waste. Overall, men in the experiment were less willing to coproduce across all measures and less responsive to the gender balance of names. These findings have important implications for the theory of representative bureaucracy and for efforts to promote the coproduction of public services.;Representative Bureaucracy and the Willingness to Coproduce: An Experimental Study
516;10.1111/puar.12441;Abstract Media, politicians, and reform proponents frequently assert that public sector organizations are inefficient and burdened by administrative procedures. But are negative stereotypes of the public sector reflected in people's perceptions of public service provision? Given the methodological challenges of isolating the perception of publicness from other factors related to public organizations, little is known about whether public organizations have a negative image. The authors use a survey experimental design to isolate the effect of publicness on perceptions of the performance of hospitals. The results suggest that public sector organizations have a negative image on productivity‐related aspects of performance but not on normative aspects of performance. As this article is a randomized experiment, it provides strong evidence regarding the causal nature of the relationship between publicness and perceptions of performance. Implications for researchers aiming to understand these mechanisms and for public managers concerned about the image of their organization are discussed .;Perceptions of Public and Private Performance: Evidence from a Survey Experiment
517;10.1111/puar.12649;Abstract Scholars and practitioners have long questioned whether the race, ethnicity, and gender of public bureaucrats matter to the efficacy and legitimacy of public services. Representative bureaucracy theory and research provide a growing body of empirical evidence that it does. This article examines some of the rich scholarly work that has been generated on representative bureaucracy and its implications for practice. A significant aspect of recent research focuses on the notion of symbolic representation, whereby the mere existence of a passively represented bureaucracy can itself improve outcomes by influencing the attitudes and behaviors of clients, regardless of bureaucratic actions or results. This article is intended to help both students and public managers understand the importance of representativeness in public organizations for a broad spectrum of practices and goals, from the coproduction of services to democratic rule.;Representative Bureaucracy: A Lever to Enhance Social Equity, Coproduction, and Democracy
518;10.1123/jmld.2015-0036;There is some evidence that people learn academic (declarative) information better when studying with the expectation of having to teach, but this has not been demonstrated for perceptual-motor skills, which also rely on declarative information but more heavily on procedural knowledge. To address this possibility, participants studied golf-putting instructions and practiced putting with the expectation of having to teach another participant how to putt or the expectation of being tested on their putting. One day later, learning was assessed by testing all participants on their golf putting. Results revealed that expecting to teach enhanced learning, even after controlling for the amount of studying and practicing. Therefore, we have presented the first findings that expecting to teach enhances motor learning. Taking these findings together with similar studies focusing on declarative information, we suggest that expecting to teach yields a general learning benefit to different types of skills.;Expecting to Teach Enhances Learning: Evidence From a Motor Learning Paradigm
519;10.1126/science.1121629;"Contrary to conventional wisdom, it is not always advantageous to engage in thorough conscious deliberation before choosing. On the basis of recent insights into the characteristics of conscious and unconscious thought, we tested the hypothesis that simple choices (such as between different towels or different sets of oven mitts) indeed produce better results after conscious thought, but that choices in complex matters (such as between different houses or different cars) should be left to unconscious thought. Named the ""deliberation-without-attention"" hypothesis, it was confirmed in four studies on consumer choice, both in the laboratory as well as among actual shoppers, that purchases of complex products were viewed more favorably when decisions had been made in the absence of attentive deliberation.";On Making the Right Choice: The Deliberation-Without-Attention Effect
520;10.1126/science.1128317;"Two randomized field experiments tested a social-psychological intervention designed to improve minority student performance and increase our understanding of how psychological threat mediates performance in chronically evaluative real-world environments. We expected that the risk of confirming a negative stereotype aimed at one's group could undermine academic performance in minority students by elevating their level of psychological threat. We tested whether such psychological threat could be lessened by having students reaffirm their sense of personal adequacy or ""self-integrity."" The intervention, a brief in-class writing assignment, significantly improved the grades of African American students and reduced the racial achievement gap by 40%. These results suggest that the racial achievement gap, a major social concern in the United States, could be ameliorated by the use of timely and targeted social-psychological interventions.";Reducing the Racial Achievement Gap: A Social-Psychological Intervention
521;10.1126/science.1157627;Although political views have been thought to arise largely from individuals' experiences, recent research suggests that they may have a biological basis. We present evidence that variations in political attitudes correlate with physiological traits. In a group of 46 adult participants with strong political beliefs, individuals with measurably lower physical sensitivities to sudden noises and threatening visual images were more likely to support foreign aid, liberal immigration policies, pacifism, and gun control, whereas individuals displaying measurably higher physiological reactions to those same stimuli were more likely to favor defense spending, capital punishment, patriotism, and the Iraq War. Thus, the degree to which individuals are physiologically responsive to threat appears to indicate the degree to which they advocate policies that protect the existing social structure from both external (outgroup) and internal (norm-violator) threats.;Political Attitudes Vary with Physiological Traits
522;10.1126/science.1162548;"""Warmth"" is the most powerful personality trait in social judgment, and attachment theorists have stressed the importance of warm physical contact with caregivers during infancy for healthy relationships in adulthood. Intriguingly, recent research in humans points to the involvement of the insula in the processing of both physical temperature and interpersonal warmth (trust) information. Accordingly, we hypothesized that experiences of physical warmth (or coldness) would increase feelings of interpersonal warmth (or coldness), without the person's awareness of this influence. In study 1, participants who briefly held a cup of hot (versus iced) coffee judged a target person as having a ""warmer"" personality (generous, caring); in study 2, participants holding a hot (versus cold) therapeutic pad were more likely to choose a gift for a friend instead of for themselves.";Experiencing Physical Warmth Promotes Interpersonal Warmth
523;10.1126/science.1169144;"Existing research reports inconsistent findings with regard to the effect of color on cognitive task performances. Some research suggests that blue or green leads to better performances than red; other studies record the opposite. Current work reconciles this discrepancy. We demonstrate that red (versus blue) color induces primarily an avoidance (versus approach) motivation (study 1, n = 69) and that red enhances performance on a detail-oriented task, whereas blue enhances performance on a creative task (studies 2 and 3, n = 208 and 118). Further, we replicate these results in the domains of product design (study 4, n = 42) and persuasive message evaluation (study 5, n = 161) and show that these effects occur outside of individuals' consciousness (study 6, n = 68). We also provide process evidence suggesting that the activation of alternative motivations mediates the effect of color on cognitive task performances.";Blue or Red? Exploring the Effect of Color on Cognitive Task Performances
524;10.1126/science.1186799;"After choosing between two alternatives, people perceive the chosen alternative as more attractive and the rejected alternative as less attractive. This postdecisional dissonance effect was eliminated by cleaning one's hands. Going beyond prior purification effects in the moral domain, physical cleansing seems to more generally remove past concerns, resulting in a metaphorical ""clean slate"" effect.";Washing Away Postdecisional Dissonance
525;10.1126/science.1199427;Two laboratory and two randomized field experiments tested a psychological intervention designed to improve students' scores on high-stakes exams and to increase our understanding of why pressure-filled exam situations undermine some students' performance. We expected that sitting for an important exam leads to worries about the situation and its consequences that undermine test performance. We tested whether having students write down their thoughts about an upcoming test could improve test performance. The intervention, a brief expressive writing assignment that occurred immediately before taking an important test, significantly improved students' exam scores, especially for students habitually anxious about test taking. Simply writing about one's worries before a high-stakes exam can boost test scores.;Writing About Testing Worries Boosts Exam Performance in the Classroom
526;10.1126/science.1217697;Alzheimer's disease (AD) is associated with impaired clearance of β-amyloid (Aβ) from the brain, a process normally facilitated by apolipoprotein E (apoE). ApoE expression is transcriptionally induced through the action of the nuclear receptors peroxisome proliferator-activated receptor gamma and liver X receptors in coordination with retinoid X receptors (RXRs). Oral administration of the RXR agonist bexarotene to a mouse model of AD resulted in enhanced clearance of soluble Aβ within hours in an apoE-dependent manner. Aβ plaque area was reduced more than 50% within just 72 hours. Furthermore, bexarotene stimulated the rapid reversal of cognitive, social, and olfactory deficits and improved neural circuit function. Thus, RXR activation stimulates physiological Aβ clearance mechanisms, resulting in the rapid reversal of a broad range of Aβ-induced deficits.;ApoE-Directed Therapeutics Rapidly Clear β-Amyloid and Reverse Deficits in AD Mouse Models
527;10.1126/science.1238041;The poor often behave in less capable ways, which can further perpetuate poverty. We hypothesize that poverty directly impedes cognitive function and present two studies that test this hypothesis. First, we experimentally induced thoughts about finances and found that this reduces cognitive performance among poor but not in well-off participants. Second, we examined the cognitive function of farmers over the planting cycle. We found that the same farmer shows diminished cognitive performance before harvest, when poor, as compared with after harvest, when rich. This cannot be explained by differences in time available, nutrition, or work effort. Nor can it be explained with stress: Although farmers do show more stress before harvest, that does not account for diminished cognitive performance. Instead, it appears that poverty itself reduces cognitive capacity. We suggest that this is because poverty-related concerns consume mental resources, leaving less for other tasks. These data provide a previously unexamined perspective and help explain a spectrum of behaviors among the poor. We discuss some implications for poverty policy.;Poverty Impedes Cognitive Function
528;10.1126/science.151.3712.837;A concealed figure formed by the contours of a perceptually dominant figure influenced the content of viewers' subsequent imagery, although in describing the stimulus they showed no awareness of the concealed figure even after several exposures.;Imagery: Effect of a Concealed Figure in a Stimulus
529;10.1126/science.167.3914.86;After prolonged exposure to their reflected images in mirrors, chimpanzees marked with red dye showed evidence of being able to recognize their own reflections. Monkeys did not appear to have this capacity.;Chimpanzees: Self-Recognition
530;10.1126/science.aaa3841;Although people may endorse egalitarianism and tolerance, social biases can remain operative and drive harmful actions in an unconscious manner. Here, we investigated training to reduce implicit racial and gender bias. Forty participants processed counterstereotype information paired with one sound for each type of bias. Biases were reduced immediately after training. During subsequent slow-wave sleep, one sound was unobtrusively presented to each participant, repeatedly, to reactivate one type of training. Corresponding bias reductions were fortified in comparison with the social bias not externally reactivated during sleep. This advantage remained 1 week later, the magnitude of which was associated with time in slow-wave and rapid-eye-movement sleep after training. We conclude that memory reactivation during sleep enhances counterstereotype training and that maintaining a bias reduction is sleep-dependent.;Unlearning implicit social biases during sleep
531;10.1126/science.abd4570;"The genetics underlying severe COVID-19 The immune system is complex and involves many genes, including those that encode cytokines known as interferons (IFNs). Individuals that lack specific IFNs can be more susceptible to infectious diseases. Furthermore, the autoantibody system dampens IFN response to prevent damage from pathogen-induced inflammation. Two studies now examine the likelihood that genetics affects the risk of severe coronavirus disease 2019 (COVID-19) through components of this system (see the Perspective by Beck and Aksentijevich). Q. Zhang et al. used a candidate gene approach and identified patients with severe COVID-19 who have mutations in genes involved in the regulation of type I and III IFN immunity. They found enrichment of these genes in patients and conclude that genetics may determine the clinical course of the infection. Bastard et al. identified individuals with high titers of neutralizing autoantibodies against type I IFN-α2 and IFN-ω in about 10% of patients with severe COVID-19 pneumonia. These autoantibodies were not found either in infected people who were asymptomatic or had milder phenotype or in healthy individuals. Together, these studies identify a means by which individuals at highest risk of life-threatening COVID-19 can be identified. Science , this issue p. eabd4570 , p. eabd4585 ; see also p. 404";Inborn errors of type I IFN immunity in patients with life-threatening COVID-19
532;10.1136/ard.2008.093252;"Objective: To identify the position of a gout susceptibility gene. Methods: A genome-wide scan was performed using 382 random polymorphic microsatellite markers spread across 22 autosomes in a Taiwanese family with gout to screen for the gout susceptibility genetic marker. Its association with gout by 33 single nucleotide polymorphisms (SNP) in 148 matched case-control subjects was confirmed. The family with gout comprised eight patients with gout and 10 gout-free subjects; case-control subjects were 74 male patients with gout and 74 healthy controls matched by age. Results: Analysis of the genome-wide scan results by a non-parametric linkage method found that chromosome 4q21 contains a locus significantly linked with gout (D4S3243 at 81 289 553 bp; p=0.004; LOD score=5.13). In SNP genotyping analysis at the neighbourhood regions of marker D4S3243 for the case-control subjects, the polymorphisms rs7688672 and rs6837293, located on the cGMP-dependent protein kinase II (cGK II) gene, were found to relate significantly to gout disease in a recessive model after adjustment of hyperuricaemia (OR=2.89, 95% CI 1.19 to 7.02 and OR=2.72, 95% CI 1.13 to 6.54, respectively). Conclusions: This study suggests that the cGK II gene on chromosome 4q21 is most likely to harbour gout disease independently of hyperuricaemia and is inherited recessively.";The cyclic GMP-dependent protein kinase II gene associates with gout disease: identified by genome-wide analysis and case–control study
533;10.1136/bjsm.2008.053892;OBJECTIVES: Sequence variation within the COL5A1 and TNC genes are known to associate with Achilles tendinopathy. The primary aim of this case-control genetic association study was to investigate whether variants within the matrix metalloproteinase 3 (MMP3) gene also contributed to both Achilles tendinopathy and Achilles tendon rupture in a Caucasian population. A secondary aim was to establish whether variants within the MMP3 gene interacted with the COL5A1 rs12722 variant to raise risk of these pathologies. METHODS: 114 subjects with symptoms of Achilles tendon pathology and 98 healthy controls were genotyped for MMP3 variants rs679620, rs591058 and rs650108. RESULTS: As single markers, significant associations were found between the GG genotype of rs679620 (OR = 2.5, 95% CI 1.2 to 4.90, p = 0.010), the CC genotype of rs591058 (OR = 2.3, 95% CI 1.1 to 4.50, p = 0.023) and the AA genotype of rs650108 (OR = 4.9, 95% CI 1.0 to 24.1, p = 0.043) and risk of Achilles tendinopathy. The ATG haplotype (rs679620, rs591058, and rs650108) was under-represented in the tendinopathy group when compared to the control group (41% vs 53%, p = 0.038). Finally, the G allele of rs679620 and the T allele of COL5A1 rs12722 significantly interacted to raise risk of AT (p = 0.006). No associations were found between any of the MMP3 markers and Achilles tendon rupture. CONCLUSION: Variants within the MMP3 gene are associated with Achilles tendinopathy. Furthermore, the MMP3 gene variant rs679620 and the COL5A1 marker rs12722 interact to modify the risk of tendinopathy. These data further support a genetic contribution to a common sports related injury.;Variants within theMMP3gene are associated with Achilles tendinopathy: possible interaction with theCOL5A1gene
534;10.1136/jech-2015-205952;"Improving the effectiveness of public health interventions relies as much on the attention paid to their design and feasibility as to their evaluation. Yet, compared to the vast literature on how to evaluate interventions, there is little to guide researchers or practitioners on how best to develop such interventions in practical, logical, evidence based ways to maximise likely effectiveness. Existing models for the development of public health interventions tend to have a strong social-psychological, individual behaviour change orientation and some take years to implement. This paper presents a pragmatic guide to six essential Steps for Quality Intervention Development (6SQuID). The focus is on public health interventions but the model should have wider applicability. Once a problem has been identified as needing intervention, the process of designing an intervention can be broken down into six crucial steps: (1) defining and understanding the problem and its causes; (2) identifying which causal or contextual factors are modifiable: which have the greatest scope for change and who would benefit most; (3) deciding on the mechanisms of change; (4) clarifying how these will be delivered; (5) testing and adapting the intervention; and (6) collecting sufficient evidence of effectiveness to proceed to a rigorous evaluation. If each of these steps is carefully addressed, better use will be made of scarce public resources by avoiding the costly evaluation, or implementation, of unpromising interventions.";Six steps in quality intervention development (6SQuID)
